customer_id,home_city,signup_date,preferred_channel,true_segment
CUST000890,Peshawar,2026-03-13,Dine-in,At-Risk
CUST000891,Islamabad,2025-09-20,Takeaway,Frequent
CUST000892,Islamabad,2026-04-26,Third-Party Delivery,Occasional
CUST000893,Rawalpindi,2026-03-21,Takeaway,Occasional
CUST000894,Quetta,2026-08-31,Takeaway,New
CUST000895,Peshawar,2025-10-12,Third-Party Delivery,Occasional
CUST000896,Karachi,2026-08-27,Dine-in,New
CUST000897,Peshawar,2026-07-01,Dine-in,High-Value Loyal
CUST000898,,2025-10-18,Third-Party Delivery,Occasional
CUST000899,Karachi,2025-09-07,Website/App,Occasional
CUST000900,Peshawar,2026-03-28,Dine-in,Occasional
CUST000901,Islamabad,2026-09-04,Dine-in,Occasional
CUST000902,Islamabad,2025-12-13,Dine-in,Occasional
CUST000903,Karachi,2026-09-04,Third-Party Delivery,New
CUST000904,Lahore,2026-07-20,Takeaway,Occasional
CUST000905,Multan,2026-02-19,Dine-in,Promotion-Driven
CUST000906,Sialkot,2026-06-28,Website/App,High-Value Loyal
CUST000907,Quetta,2025-09-10,Website/App,Frequent
CUST000908,Faisalabad,2026-01-15,Website/App,Frequent
CUST000909,Hyderabad,2026-07-11,Third-Party Delivery,Frequent
CUST000910,Hyderabad,2026-04-30,Third-Party Delivery,High-Value Loyal
CUST000911,Hyderabad,2026-02-10,Third-Party Delivery,Frequent
CUST000912,Sialkot,2026-01-09,Dine-in,Promotion-Driven
CUST000913,Lahore,2026-06-16,Third-Party Delivery,High-Value Loyal
CUST000914,Lahore,2026-08-02,Takeaway,At-Risk
CUST000915,Quetta,2026-08-23,Takeaway,At-Risk
CUST000916,Hyderabad,2026-08-27,Third-Party Delivery,New
CUST000917,Faisalabad,2026-05-04,Takeaway,High-Value Loyal
CUST000918,Quetta,2025-08-18,Dine-in,At-Risk
CUST000919,Faisalabad,2026-06-12,Takeaway,At-Risk
CUST000920,Sialkot,2025-09-04,Takeaway,Promotion-Driven
CUST000921,Rawalpindi,2025-11-28,Third-Party Delivery,Frequent
CUST000922,Rawalpindi,2026-09-02,Takeaway,New
CUST000923,Rawalpindi,2025-12-25,Takeaway,Promotion-Driven
CUST000924,Peshawar,2026-08-31,Dine-in,New
CUST000925,Faisalabad,2025-09-15,Website/App,Frequent
CUST000926,Peshawar,2026-09-20,Dine-in,New
CUST000927,Karachi,2026-09-03,Website/App,New
CUST000928,Peshawar,2026-07-26,Dine-in,At-Risk
CUST000929,Karachi,2025-09-20,Third-Party Delivery,Occasional
CUST000930,Lahore,2026-03-15,Dine-in,Occasional
CUST000931,Peshawar,2025-10-24,Website/App,Occasional
CUST000932,Karachi,2026-07-21,Dine-in,Occasional
CUST000933,Islamabad,2025-12-31,Dine-in,Promotion-Driven
CUST000934,Quetta,2025-08-14,Third-Party Delivery,High-Value Loyal
CUST000935,Faisalabad,2025-08-23,Takeaway,Occasional
CUST000936,Hyderabad,2026-01-13,Dine-in,High-Value Loyal
CUST000937,Faisalabad,2026-09-22,Dine-in,New
CUST000938,Peshawar,2025-12-28,Takeaway,Frequent
CUST000939,Peshawar,2026-01-30,Third-Party Delivery,Frequent
CUST000940,Multan,2026-02-07,Third-Party Delivery,At-Risk
CUST000941,Islamabad,2026-03-08,Website/App,Occasional
CUST000942,Karachi,2025-10-13,Takeaway,Promotion-Driven
CUST000943,Multan,2026-09-07,Takeaway,New
CUST000944,Karachi,2026-09-05,Website/App,New
CUST000945,Rawalpindi,2026-07-15,Website/App,Frequent
CUST000946,Rawalpindi,2026-09-09,Takeaway,Occasional
CUST000947,Hyderabad,2025-10-31,Dine-in,Occasional
CUST000948,Faisalabad,2025-10-26,Website/App,At-Risk
CUST000949,Quetta,2025-10-28,Dine-in,Frequent
CUST000950,Islamabad,2025-09-09,Takeaway,Occasional
CUST000951,Hyderabad,2026-08-27,Dine-in,New
CUST000952,Peshawar,2026-02-11,Third-Party Delivery,High-Value Loyal
CUST000953,Peshawar,2026-06-13,Dine-in,At-Risk
CUST000954,Multan,2026-09-16,Takeaway,New
CUST000955,Multan,2026-04-11,Dine-in,Frequent
CUST000956,Sialkot,2026-05-25,Dine-in,Promotion-Driven
CUST000957,Quetta,2025-10-12,Takeaway,Occasional
CUST000958,Quetta,2026-09-09,Dine-in,New
CUST000959,Rawalpindi,2026-06-22,Dine-in,Occasional
CUST000960,Islamabad,2026-09-09,Third-Party Delivery,New
CUST000961,Quetta,2025-12-08,Third-Party Delivery,High-Value Loyal
CUST000962,Multan,2026-07-07,Dine-in,Occasional
CUST000963,Rawalpindi,2025-08-04,Dine-in,Occasional
CUST000964,Sialkot,2026-09-15,Takeaway,Occasional
CUST000965,Peshawar,2026-03-26,Website/App,Occasional
CUST000966,Hyderabad,2025-12-25,Dine-in,Promotion-Driven
CUST000967,Islamabad,2026-07-12,Dine-in,High-Value Loyal
CUST000968,Islamabad,2026-05-06,Website/App,Frequent
CUST000969,Rawalpindi,2025-10-19,Takeaway,Occasional
CUST000970,Quetta,2025-09-06,Third-Party Delivery,Frequent
CUST000971,Faisalabad,2026-03-14,Takeaway,High-Value Loyal
CUST000972,Multan,2026-09-05,Takeaway,New
CUST000973,Peshawar,2025-12-31,Website/App,Promotion-Driven
CUST000974,Hyderabad,2026-06-23,Dine-in,Occasional
CUST000975,Lahore,2026-03-05,Takeaway,Frequent
CUST000976,Karachi,2026-07-19,Dine-in,Promotion-Driven
CUST000977,Rawalpindi,2026-09-09,Website/App,New
CUST000978,Sialkot,2026-01-01,Dine-in,Frequent
CUST000979,Lahore,2025-11-09,Third-Party Delivery,High-Value Loyal
CUST000980,Quetta,2026-02-12,Website/App,At-Risk
CUST000981,Hyderabad,2026-04-04,Dine-in,At-Risk
CUST000982,Islamabad,2025-09-23,Dine-in,Promotion-Driven
CUST000983,Rawalpindi,2025-11-29,Takeaway,At-Risk
CUST000984,Sialkot,2026-02-11,Takeaway,At-Risk
CUST000985,Multan,2026-05-19,Takeaway,At-Risk
CUST000986,Rawalpindi,2026-09-05,Website/App,New
CUST000987,Peshawar,2025-12-29,Website/App,Frequent
CUST000988,Sialkot,2026-07-24,Third-Party Delivery,Promotion-Driven
CUST000989,Multan,2025-12-29,Takeaway,Frequent
CUST000990,Islamabad,2025-08-11,Takeaway,Occasional
CUST000991,Faisalabad,2026-09-11,Dine-in,New
CUST000992,Sialkot,2025-12-18,Website/App,Occasional
CUST000993,Peshawar,2025-08-04,Third-Party Delivery,Occasional
CUST000994,Peshawar,2026-05-16,Dine-in,High-Value Loyal
CUST000995,Faisalabad,2026-07-17,Takeaway,At-Risk
CUST000996,Faisalabad,2026-08-31,Dine-in,New
CUST000997,Peshawar,2025-08-25,Third-Party Delivery,Frequent
CUST000998,Faisalabad,2026-06-06,Third-Party Delivery,Promotion-Driven
CUST000999,Sialkot,2026-08-16,Takeaway,Occasional
CUST001000,Rawalpindi,2026-04-11,Dine-in,Frequent
CUST001001,Multan,2025-12-24,Dine-in,Occasional
CUST001002,Sialkot,2026-09-01,Website/App,Occasional
CUST001003,Peshawar,2026-09-16,Dine-in,New
CUST001004,Peshawar,2026-06-06,Takeaway,Occasional
CUST001005,Peshawar,2026-09-14,Takeaway,Frequent
CUST001006,Multan,2026-01-27,Dine-in,High-Value Loyal
CUST001007,Sialkot,2026-09-03,Dine-in,New
CUST001008,Peshawar,2025-11-05,Dine-in,Occasional
CUST001009,Islamabad,2026-09-15,Dine-in,New
CUST001010,Islamabad,2026-07-13,Dine-in,Frequent
CUST001011,Islamabad,2026-08-21,Third-Party Delivery,Promotion-Driven
CUST001012,Sialkot,2026-08-04,Dine-in,Frequent
CUST001013,Faisalabad,2026-08-27,Dine-in,At-Risk
CUST001014,Islamabad,2026-07-03,Third-Party Delivery,At-Risk
CUST001015,Faisalabad,2026-07-14,Dine-in,At-Risk
CUST001016,Multan,2025-10-09,Third-Party Delivery,High-Value Loyal
CUST001017,Karachi,2026-06-17,Website/App,Occasional
CUST001018,Quetta,2025-09-18,Dine-in,High-Value Loyal
CUST001019,Hyderabad,2026-06-17,Dine-in,High-Value Loyal
CUST001020,Hyderabad,2026-06-26,Dine-in,Frequent
CUST001021,Multan,2025-08-20,Website/App,High-Value Loyal
CUST001022,Lahore,2026-01-05,Third-Party Delivery,Occasional
CUST001023,Lahore,2026-09-07,Website/App,High-Value Loyal
CUST001024,Islamabad,2026-03-13,Dine-in,Frequent
CUST001025,Hyderabad,2025-08-17,Takeaway,Occasional
CUST001026,Karachi,2026-05-23,Dine-in,High-Value Loyal
CUST001027,Islamabad,2026-02-02,Third-Party Delivery,Occasional
CUST001028,Quetta,2026-08-09,Dine-in,At-Risk
CUST001029,Faisalabad,2025-10-06,Dine-in,Promotion-Driven
CUST001030,Lahore,2025-09-15,Website/App,Frequent
CUST001031,Lahore,2025-12-29,Dine-in,At-Risk
CUST001032,Lahore,2026-01-14,Website/App,Occasional
CUST001033,Islamabad,2026-09-10,Third-Party Delivery,New
CUST001034,Multan,2025-10-28,Website/App,Frequent
CUST001035,Karachi,2025-11-10,Takeaway,At-Risk
CUST001036,Peshawar,2025-10-06,Dine-in,Occasional
CUST001037,Peshawar,2026-09-06,Dine-in,Frequent
CUST001038,Karachi,2026-08-26,Third-Party Delivery,New
CUST001039,Karachi,2026-02-03,Third-Party Delivery,Occasional
CUST001040,Islamabad,2026-04-28,Takeaway,Occasional
CUST001041,Peshawar,2026-08-25,Takeaway,New
CUST001042,Islamabad,2025-12-17,Dine-in,High-Value Loyal
CUST001043,Peshawar,2025-10-23,Third-Party Delivery,Frequent
CUST001044,Quetta,2025-12-09,Dine-in,Occasional
CUST001045,Multan,2026-04-03,Dine-in,Promotion-Driven
CUST001046,Peshawar,2026-09-14,Takeaway,New
CUST001047,Lahore,2026-08-17,Takeaway,Occasional
CUST001048,Hyderabad,2026-01-20,Dine-in,Frequent
CUST001049,Lahore,2026-09-15,Dine-in,Promotion-Driven
CUST001050,Islamabad,2025-09-27,Dine-in,Occasional
CUST001051,Rawalpindi,2026-03-27,Website/App,Occasional
CUST001052,Faisalabad,2025-09-07,Takeaway,Promotion-Driven
CUST001053,Sialkot,2025-10-11,Takeaway,Occasional
CUST001054,Karachi,2026-08-21,Dine-in,Frequent
CUST001055,Faisalabad,2025-11-23,Dine-in,Frequent
CUST001056,Lahore,2026-08-31,Dine-in,New
CUST001057,Multan,2026-07-11,Third-Party Delivery,High-Value Loyal
CUST001058,Multan,2026-02-19,Dine-in,Frequent
CUST001059,Quetta,2026-09-06,Dine-in,New
CUST001060,Karachi,2026-02-03,Dine-in,At-Risk
CUST001061,Karachi,2026-08-29,Dine-in,New
CUST001062,Islamabad,2026-02-18,Third-Party Delivery,Frequent
CUST001063,Karachi,2025-08-07,Third-Party Delivery,Frequent
CUST001064,Hyderabad,2025-12-13,Dine-in,At-Risk
CUST001065,Peshawar,2026-09-20,Takeaway,New
CUST001066,Islamabad,2026-09-12,Dine-in,New
CUST001067,Karachi,2026-07-10,Dine-in,Promotion-Driven
CUST001068,Peshawar,2026-08-18,Dine-in,Frequent
CUST001069,Multan,2026-07-10,Takeaway,At-Risk
CUST001070,Hyderabad,2025-12-12,Dine-in,High-Value Loyal
CUST001071,Sialkot,2026-05-26,Website/App,High-Value Loyal
CUST001072,Lahore,2026-08-28,Dine-in,New
CUST001073,Hyderabad,2026-06-22,Takeaway,Promotion-Driven
CUST001074,Quetta,2026-02-06,Website/App,Promotion-Driven
CUST001075,Rawalpindi,2025-09-24,Dine-in,Occasional
CUST001076,Hyderabad,2026-07-11,Third-Party Delivery,Promotion-Driven
CUST001077,Rawalpindi,2025-11-27,Website/App,At-Risk
CUST001078,Rawalpindi,2026-03-29,Third-Party Delivery,Occasional
CUST001079,Hyderabad,2026-09-04,Third-Party Delivery,New
CUST001080,Hyderabad,2026-05-14,Dine-in,High-Value Loyal
CUST001081,Faisalabad,2026-01-14,Dine-in,High-Value Loyal
CUST001082,Quetta,2026-06-08,Takeaway,Occasional
CUST001083,Quetta,2025-11-21,Dine-in,Promotion-Driven
CUST001084,Multan,2026-06-27,Takeaway,At-Risk
CUST001085,Quetta,2025-09-01,Website/App,Frequent
CUST001086,Sialkot,2026-06-21,Website/App,High-Value Loyal
CUST001087,Hyderabad,2026-03-25,Dine-in,Occasional
CUST001088,Peshawar,2026-07-24,Dine-in,Promotion-Driven
CUST001089,Sialkot,2026-09-03,Takeaway,New
CUST001090,Multan,2026-02-25,Dine-in,Frequent
CUST001091,Multan,2025-09-28,Dine-in,Frequent
CUST001092,Multan,2026-09-22,Takeaway,New
CUST001093,Quetta,2025-08-19,Third-Party Delivery,Frequent
CUST001094,Peshawar,2026-01-02,Website/App,Occasional
CUST001095,Islamabad,2026-04-09,Third-Party Delivery,Frequent
CUST001096,Islamabad,2025-09-28,Website/App,Promotion-Driven
CUST001097,Multan,2025-09-18,Dine-in,Occasional
CUST001098,Rawalpindi,2025-11-28,Takeaway,Frequent
CUST001099,Peshawar,2026-05-02,Third-Party Delivery,At-Risk
CUST001100,Hyderabad,2025-10-08,Third-Party Delivery,Occasional
CUST001101,Multan,2026-02-14,Website/App,High-Value Loyal
CUST001102,,2026-03-20,Website/App,Promotion-Driven
CUST001103,Islamabad,2026-02-05,Dine-in,Frequent
CUST001104,Multan,2026-07-09,Dine-in,High-Value Loyal
CUST001105,Faisalabad,2026-08-15,Website/App,At-Risk
CUST001106,Quetta,2026-07-22,Third-Party Delivery,Frequent
CUST001107,Multan,2026-05-03,Third-Party Delivery,Promotion-Driven
CUST001108,Karachi,2026-03-02,Takeaway,Frequent
CUST001109,Multan,2026-05-27,Dine-in,High-Value Loyal
CUST001110,Multan,2026-08-15,Dine-in,Occasional
CUST001111,Karachi,2026-08-07,Takeaway,Occasional
CUST001112,,2025-10-18,Dine-in,Occasional
CUST001113,Faisalabad,2026-02-28,Website/App,Occasional
CUST001114,Faisalabad,2026-07-01,Takeaway,Promotion-Driven
CUST001115,Islamabad,2026-08-28,Website/App,New
CUST001116,Islamabad,2026-04-07,Website/App,Occasional
CUST001117,Rawalpindi,2026-06-11,Takeaway,Frequent
CUST001118,Karachi,2026-09-15,Dine-in,New
CUST001119,Lahore,2025-08-16,Takeaway,Frequent
CUST001120,Multan,2026-07-19,Dine-in,Occasional
CUST001121,Peshawar,2026-02-05,Dine-in,Occasional
CUST001122,Hyderabad,2025-11-19,Dine-in,Frequent
CUST001123,Rawalpindi,2026-03-15,Takeaway,Occasional
CUST001124,Hyderabad,2026-03-15,Dine-in,Occasional
CUST001125,Peshawar,2025-11-28,Third-Party Delivery,Frequent
CUST001126,Hyderabad,2026-02-01,Dine-in,At-Risk
CUST001127,Multan,2025-09-19,Takeaway,Occasional
CUST001128,Hyderabad,2026-07-17,Takeaway,At-Risk
CUST001129,Faisalabad,2026-02-04,Takeaway,Promotion-Driven
CUST001130,Faisalabad,2026-05-05,Third-Party Delivery,Occasional
CUST001131,Karachi,2026-09-12,Dine-in,New
CUST001132,Peshawar,2025-08-31,Website/App,Frequent
CUST001133,Lahore,2026-02-19,Website/App,At-Risk
CUST001134,Hyderabad,2025-12-19,Takeaway,Promotion-Driven
CUST001135,Islamabad,2025-11-05,Dine-in,Occasional
CUST001136,Faisalabad,2025-10-01,Third-Party Delivery,Frequent
CUST001137,Rawalpindi,2026-03-20,Takeaway,Frequent
CUST001138,Lahore,2025-09-15,Dine-in,Promotion-Driven
CUST001139,Karachi,2026-07-05,Website/App,Frequent
CUST001140,Karachi,2025-11-16,Website/App,Occasional
CUST001141,Lahore,2026-06-24,Dine-in,Promotion-Driven
CUST001142,Karachi,2026-09-04,Website/App,New
CUST001143,Rawalpindi,2025-08-10,Third-Party Delivery,Frequent
CUST001144,Lahore,2025-08-25,Dine-in,Frequent
CUST001145,Quetta,2026-09-06,Website/App,Frequent
CUST001146,Multan,2026-01-17,Dine-in,High-Value Loyal
CUST001147,Peshawar,2025-12-02,Website/App,At-Risk
CUST001148,Lahore,2025-10-03,Third-Party Delivery,Occasional
CUST001149,Sialkot,2026-09-06,Takeaway,High-Value Loyal
CUST001150,Peshawar,2026-05-16,Takeaway,High-Value Loyal
CUST001151,Quetta,2025-11-13,Dine-in,Occasional
CUST001152,Rawalpindi,2025-09-04,Third-Party Delivery,Occasional
CUST001153,Faisalabad,2026-08-26,Takeaway,Occasional
CUST001154,Sialkot,2026-05-10,Dine-in,Occasional
CUST001155,Rawalpindi,2025-11-14,Third-Party Delivery,Occasional
CUST001156,Karachi,2026-05-27,Third-Party Delivery,High-Value Loyal
CUST001157,Peshawar,2025-11-18,Dine-in,Frequent
CUST001158,Peshawar,2026-09-20,Dine-in,At-Risk
CUST001159,Multan,2025-11-27,Third-Party Delivery,Promotion-Driven
CUST001160,Islamabad,2026-01-15,Dine-in,Occasional
CUST001161,Lahore,2026-08-31,Dine-in,Frequent
CUST001162,Peshawar,2025-10-14,Dine-in,Promotion-Driven
CUST001163,Multan,2026-09-07,Website/App,Occasional
CUST001164,Hyderabad,2026-06-01,Dine-in,Promotion-Driven
CUST001165,Karachi,2025-08-01,Third-Party Delivery,Occasional
CUST001166,Faisalabad,2025-12-19,Dine-in,At-Risk
CUST001167,Faisalabad,2025-10-13,Third-Party Delivery,At-Risk
CUST001168,Multan,2025-10-05,Dine-in,Frequent
CUST001169,Karachi,2026-05-03,Third-Party Delivery,At-Risk
CUST001170,Karachi,2025-12-06,Website/App,At-Risk
CUST001171,Faisalabad,2026-09-12,Dine-in,Occasional
CUST001172,Rawalpindi,2025-10-28,Website/App,Promotion-Driven
CUST001173,Islamabad,2025-09-25,Website/App,At-Risk
CUST001174,Karachi,2026-07-04,Takeaway,Frequent
CUST001175,Hyderabad,2025-08-13,Website/App,Occasional
CUST001176,Faisalabad,2025-10-06,Takeaway,Frequent
CUST001177,Multan,2025-08-07,Takeaway,Occasional
CUST001178,Sialkot,2026-01-30,Dine-in,High-Value Loyal
CUST001179,Sialkot,2026-09-08,Website/App,Frequent
CUST001180,Peshawar,2026-09-16,Dine-in,New
CUST001181,Lahore,2026-05-28,Website/App,Occasional
CUST001182,Peshawar,2026-01-12,Website/App,Frequent
CUST001183,Sialkot,2025-08-08,Website/App,At-Risk
CUST001184,Lahore,2026-09-15,Takeaway,New
CUST001185,Peshawar,2025-08-26,Third-Party Delivery,At-Risk
CUST001186,Lahore,2026-08-31,Third-Party Delivery,New
CUST001187,Rawalpindi,2026-03-03,Website/App,Occasional
CUST001188,Peshawar,2026-04-26,Third-Party Delivery,Promotion-Driven
CUST001189,Faisalabad,2026-08-31,Dine-in,New
CUST001190,Sialkot,2025-09-01,Third-Party Delivery,Frequent
CUST001191,Islamabad,2026-09-09,Website/App,New
CUST001192,Hyderabad,2026-09-12,Takeaway,New
CUST001193,Karachi,2026-04-19,Dine-in,Occasional
CUST001194,Sialkot,2026-05-30,Dine-in,At-Risk
CUST001195,Peshawar,2025-09-24,Takeaway,Frequent
CUST001196,Multan,2026-03-19,Dine-in,Frequent
CUST001197,Sialkot,2026-04-14,Website/App,At-Risk
CUST001198,Faisalabad,2025-11-21,Dine-in,Promotion-Driven
CUST001199,Quetta,2026-06-10,Dine-in,High-Value Loyal
CUST001200,Quetta,2025-08-22,Third-Party Delivery,At-Risk
CUST001201,Hyderabad,2026-08-07,Dine-in,High-Value Loyal
CUST001202,Rawalpindi,2026-09-05,Third-Party Delivery,Occasional
CUST001203,Quetta,2026-07-03,Website/App,Frequent
CUST001204,Lahore,2026-04-23,Third-Party Delivery,Frequent
CUST001205,Karachi,2026-01-01,Dine-in,At-Risk
CUST001206,Faisalabad,2026-03-22,Takeaway,Frequent
CUST001207,Karachi,2026-06-25,Dine-in,Frequent
CUST001208,Rawalpindi,2025-08-15,Takeaway,High-Value Loyal
CUST001209,Hyderabad,2025-08-31,Dine-in,At-Risk
CUST001210,Faisalabad,2026-04-02,Third-Party Delivery,At-Risk
CUST001211,Sialkot,2026-02-21,Takeaway,High-Value Loyal
CUST001212,Karachi,2026-03-06,Takeaway,Promotion-Driven
CUST001213,Lahore,2026-07-17,Third-Party Delivery,At-Risk
CUST001214,Karachi,2025-09-24,Takeaway,At-Risk
CUST001215,Islamabad,2026-04-08,Takeaway,Promotion-Driven
CUST001216,Islamabad,2026-07-30,Third-Party Delivery,Occasional
CUST001217,Multan,2026-03-15,Website/App,Occasional
CUST001218,Quetta,2026-08-26,Third-Party Delivery,New
CUST001219,Karachi,2025-09-10,Dine-in,Promotion-Driven
CUST001220,Sialkot,2026-01-11,Takeaway,High-Value Loyal
CUST001221,Multan,2026-06-07,Website/App,At-Risk
CUST001222,Hyderabad,2025-10-14,Dine-in,Frequent
CUST001223,Peshawar,2025-09-02,Takeaway,Frequent
CUST001224,Rawalpindi,2025-10-03,Dine-in,High-Value Loyal
CUST001225,Sialkot,2025-12-18,Third-Party Delivery,Occasional
CUST001226,Karachi,2026-06-15,Third-Party Delivery,Promotion-Driven
CUST001227,Quetta,2026-06-20,Website/App,At-Risk
CUST001228,Faisalabad,2026-09-06,Dine-in,New
CUST001229,Lahore,2026-07-30,Dine-in,High-Value Loyal
CUST001230,Peshawar,2026-01-13,Dine-in,Promotion-Driven
CUST001231,Lahore,2026-02-11,Dine-in,Frequent
CUST001232,Islamabad,2026-09-07,Takeaway,New
CUST001233,Rawalpindi,2026-09-09,Takeaway,New
CUST001234,Multan,2026-04-15,Takeaway,Promotion-Driven
CUST001235,Lahore,2026-06-05,Dine-in,Frequent
CUST001236,Faisalabad,2026-03-08,Dine-in,Occasional
CUST001237,Islamabad,2025-09-19,Dine-in,At-Risk
CUST001238,Faisalabad,2026-09-10,Website/App,Occasional
CUST001239,Islamabad,2026-07-25,Dine-in,Occasional
CUST001240,Faisalabad,2026-08-27,Dine-in,New
CUST001241,Multan,2026-07-01,Dine-in,Frequent
CUST001242,Faisalabad,2026-06-29,Third-Party Delivery,High-Value Loyal
CUST001243,Sialkot,2026-09-06,Website/App,New
CUST001244,Peshawar,2026-08-04,Website/App,At-Risk
CUST001245,Peshawar,2025-11-18,Dine-in,Occasional
CUST001246,Sialkot,2026-03-08,Dine-in,High-Value Loyal
CUST001247,Islamabad,2026-03-19,Takeaway,Occasional
CUST001248,Sialkot,2025-11-24,Dine-in,High-Value Loyal
CUST001249,Multan,2026-02-27,Third-Party Delivery,Promotion-Driven
CUST001250,Islamabad,2026-08-28,Third-Party Delivery,New
CUST001251,Lahore,2026-03-20,Dine-in,Occasional
CUST001252,Hyderabad,2026-02-20,Takeaway,Promotion-Driven
CUST001253,Quetta,2026-02-28,Dine-in,At-Risk
CUST001254,Rawalpindi,2026-08-08,Dine-in,Frequent
CUST001255,Quetta,2025-09-17,Website/App,Occasional
CUST001256,Multan,2026-01-07,Website/App,Promotion-Driven
CUST001257,Lahore,2026-03-06,Dine-in,Occasional
CUST001258,Peshawar,2026-01-07,Takeaway,Occasional
CUST001259,Multan,2026-07-06,Third-Party Delivery,Promotion-Driven
CUST001260,Multan,2025-12-08,Dine-in,Occasional
CUST001261,Sialkot,2026-02-07,Dine-in,Occasional
CUST001262,Multan,2026-09-02,Takeaway,New
CUST001263,Quetta,2026-03-30,Dine-in,High-Value Loyal
CUST001264,Hyderabad,2025-09-03,Dine-in,Frequent
CUST001265,,2025-09-15,Dine-in,At-Risk
CUST001266,Sialkot,2025-09-12,Dine-in,Frequent
CUST001267,Rawalpindi,2025-09-16,Dine-in,At-Risk
CUST001268,Hyderabad,2026-03-09,Dine-in,Occasional
CUST001269,Rawalpindi,2025-09-18,Takeaway,High-Value Loyal
CUST001270,Peshawar,2026-08-16,Takeaway,Promotion-Driven
CUST001271,Lahore,2026-08-13,Dine-in,Occasional
CUST001272,Rawalpindi,2026-02-06,Takeaway,Promotion-Driven
CUST001273,Multan,2026-09-19,Website/App,At-Risk
CUST001274,Quetta,2025-10-05,Dine-in,Promotion-Driven
CUST001275,Sialkot,2026-05-11,Takeaway,Promotion-Driven
CUST001276,Lahore,2025-08-30,Third-Party Delivery,Occasional
CUST001277,Quetta,2026-05-27,Takeaway,Occasional
CUST001278,Lahore,2026-05-14,Takeaway,Occasional
CUST001279,Peshawar,2026-05-14,Dine-in,At-Risk
CUST001280,Quetta,2026-01-15,Takeaway,Frequent
CUST001281,Lahore,2026-07-09,Third-Party Delivery,Frequent
CUST001282,Multan,2026-09-10,Dine-in,New
CUST001283,Sialkot,2026-01-28,Takeaway,Promotion-Driven
CUST001284,Lahore,2026-07-06,Dine-in,Frequent
CUST001285,Faisalabad,2026-08-19,Takeaway,Occasional
CUST001286,Faisalabad,2026-03-04,Dine-in,High-Value Loyal
CUST001287,Peshawar,2026-08-04,Takeaway,Occasional
CUST001288,Faisalabad,2025-08-26,Takeaway,Occasional
CUST001289,Rawalpindi,2025-12-25,Website/App,Frequent
CUST001290,Lahore,2026-06-03,Third-Party Delivery,Frequent
CUST001291,Peshawar,2026-01-06,Website/App,At-Risk
CUST001292,Rawalpindi,2026-09-20,Website/App,New
CUST001293,Sialkot,2026-05-22,Third-Party Delivery,At-Risk
CUST001294,Faisalabad,2026-04-16,Takeaway,Occasional
CUST001295,Peshawar,2025-11-16,Dine-in,Frequent
CUST001296,Rawalpindi,2025-10-18,Third-Party Delivery,Frequent
CUST001297,Sialkot,2026-07-02,Dine-in,Occasional
CUST001298,Faisalabad,2026-04-03,Dine-in,At-Risk
CUST001299,Hyderabad,2025-11-22,Takeaway,High-Value Loyal
CUST001300,Multan,2025-09-24,Website/App,Occasional
CUST001301,Lahore,2026-01-26,Third-Party Delivery,Frequent
CUST001302,Sialkot,2026-05-11,Takeaway,Occasional
CUST001303,Sialkot,2026-02-04,Takeaway,Occasional
CUST001304,Peshawar,2026-08-30,Website/App,New
CUST001305,Islamabad,2025-12-20,Dine-in,Occasional
CUST001306,Multan,2026-05-20,Dine-in,Occasional
CUST001307,Multan,2025-11-23,Dine-in,Promotion-Driven
CUST001308,Rawalpindi,2026-09-17,Third-Party Delivery,Promotion-Driven
CUST001309,Rawalpindi,2026-03-07,Third-Party Delivery,High-Value Loyal
CUST001310,Rawalpindi,2026-05-14,Website/App,Promotion-Driven
CUST001311,Faisalabad,2026-08-28,Dine-in,New
CUST001312,Hyderabad,2026-06-14,Dine-in,Occasional
CUST001313,Rawalpindi,2026-06-10,Takeaway,Occasional
CUST001314,Lahore,2026-07-11,Website/App,Frequent
CUST001315,Rawalpindi,2026-06-25,Dine-in,Frequent
CUST001316,Peshawar,2026-05-12,Website/App,At-Risk
CUST001317,Quetta,2025-08-13,Takeaway,Frequent
CUST001318,Peshawar,2026-06-07,Dine-in,Occasional
CUST001319,Peshawar,2026-07-02,Takeaway,Promotion-Driven
CUST001320,Hyderabad,2026-09-15,Takeaway,New
CUST001321,Karachi,2025-08-14,Website/App,Frequent
CUST001322,Quetta,2026-09-15,Dine-in,New
CUST001323,Peshawar,2026-07-25,Third-Party Delivery,At-Risk
CUST001324,Hyderabad,2026-09-14,Website/App,New
CUST001325,Rawalpindi,2026-01-20,Third-Party Delivery,Occasional
CUST001326,Rawalpindi,2026-01-26,Website/App,Promotion-Driven
CUST001327,Lahore,2026-09-18,Third-Party Delivery,New
CUST001328,Karachi,2025-10-12,Dine-in,At-Risk
CUST001329,Rawalpindi,2026-05-16,Third-Party Delivery,High-Value Loyal
CUST001330,Peshawar,2026-07-02,Dine-in,Frequent
CUST001331,Peshawar,2026-02-21,Third-Party Delivery,High-Value Loyal
CUST001332,Karachi,2025-09-04,Takeaway,At-Risk
CUST001333,Lahore,2025-10-11,Dine-in,Occasional
CUST001334,Rawalpindi,2026-08-14,Website/App,At-Risk
CUST001335,Peshawar,2026-06-20,Dine-in,At-Risk
CUST001336,Lahore,2025-08-15,Third-Party Delivery,High-Value Loyal
CUST001337,Sialkot,2025-09-15,Dine-in,High-Value Loyal
