rating_id,customer_id,item_id,restaurant_id,order_id,rating,review_date
RATE0001312,CUST000949,M0139,R008,ORD0004145,5,2026-06-06
RATE0001313,CUST002002,M0079,R020,ORD0002803,5,2026-06-29
RATE0001314,CUST003396,M0073,R019,ORD0004719,5,2026-09-08
RATE0001315,CUST001458,M0079,R010,ORD0003119,5,2026-08-22
RATE0001316,CUST001531,M0037,R003,ORD0006661,4,2026-01-18
RATE0001317,CUST001233,M0105,R014,ORD0003026,3,2026-09-24
RATE0001318,CUST000305,M0158,R011,ORD0005183,4,2026-04-21
RATE0001319,CUST003750,M0071,R015,ORD0002922,3,2026-08-28
RATE0001320,CUST001556,M0112,R012,ORD0004737,4,2026-08-27
RATE0001321,CUST003928,M0148,R009,ORD0008693,4,2026-08-09
RATE0001322,CUST001629,M0083,R014,ORD0001070,4,2026-07-28
RATE0001323,CUST003123,M0037,R017,ORD0007318,5,2026-08-13
RATE0001324,CUST001090,M0001,R005,ORD0004102,4,2026-06-29
RATE0001325,CUST000469,M0131,R001,ORD0004594,5,2026-06-11
RATE0001326,CUST001176,M0042,R015,ORD0006980,5,2025-11-29
RATE0001327,CUST002108,M0100,R011,ORD0000988,3,2026-03-31
RATE0001328,CUST000534,M0090,R007,ORD0006173,5,2026-02-20
RATE0001329,CUST002457,M0093,R007,ORD0004112,3,2026-02-04
RATE0001330,CUST001614,M0107,R003,ORD0003935,3,2026-07-08
RATE0001331,CUST002846,M0081,R017,ORD0002068,4,2026-07-06
RATE0001332,CUST000376,M0091,R012,ORD0008734,4,2026-06-21
RATE0001333,CUST000612,M0060,R010,ORD0002217,4,2026-04-19
RATE0001334,CUST000459,M0139,R020,ORD0008356,4,2026-08-01
RATE0001335,CUST003505,M0137,R007,ORD0000604,3,2026-05-14
RATE0001336,CUST002272,M0121,R006,ORD0002142,5,2026-08-20
RATE0001337,CUST003172,M0092,R004,ORD0005394,3,2026-05-26
RATE0001338,CUST000484,M0079,R014,ORD0001519,5,2026-04-29
RATE0001339,CUST000742,M0131,R001,ORD0001511,3,2026-08-08
RATE0001340,CUST000405,M0030,R013,ORD0007098,3,2026-01-06
RATE0001341,CUST001416,M0093,R003,ORD0008261,4,2026-09-03
RATE0001342,CUST002814,M0007,R017,ORD0006875,5,2026-03-30
RATE0001343,CUST000826,M0134,R010,ORD0005555,4,2026-09-14
RATE0001344,CUST002353,M0006,R006,ORD0001546,3,2026-07-17
RATE0001345,CUST001933,M0135,R009,ORD0000781,4,2026-04-05
RATE0001346,CUST001813,M0125,R001,ORD0004824,4,2026-09-02
RATE0001347,CUST003061,M0135,R017,ORD0002869,4,2026-07-01
RATE0001348,CUST001337,M0091,R010,ORD0007124,4,2026-03-05
RATE0001349,CUST001960,M0147,R009,ORD0004547,4,2026-08-12
RATE0001350,CUST002988,M0093,R004,ORD0006932,5,2026-02-12
RATE0001351,CUST001016,M0121,R016,ORD0004899,3,2026-01-08
RATE0001352,CUST003485,M0133,R009,ORD0004640,2,2026-09-29
RATE0001353,CUST000624,M0004,R019,ORD0003782,4,2026-07-08
RATE0001354,CUST000269,M0074,R020,ORD0002118,5,2025-11-07
RATE0001355,CUST003281,M0004,R002,ORD0000302,4,2026-06-03
RATE0001356,CUST002831,M0010,R019,ORD0005319,4,2026-07-28
RATE0001357,CUST000646,M0019,R020,ORD0001072,5,2026-08-20
RATE0001358,CUST002053,M0137,R010,ORD0007935,3,2026-09-20
RATE0001359,CUST002975,M0133,R019,ORD0000829,3,2026-08-22
RATE0001360,CUST002890,M0119,R018,ORD0000174,0,2026-08-23
RATE0001361,CUST001833,M0022,R002,ORD0008939,4,2026-08-14
RATE0001362,CUST000430,M0087,R006,ORD0004242,4,2026-08-20
RATE0001363,CUST002529,M0079,R005,ORD0007421,5,2026-03-02
RATE0001364,CUST002427,M0064,R005,ORD0003306,4,2026-08-12
RATE0001365,CUST000594,M0098,R005,ORD0007742,4,2026-05-31
RATE0001366,CUST003219,M0090,R011,ORD0003967,4,2026-09-12
RATE0001367,CUST003911,M0150,R006,ORD0004230,4,2026-09-21
RATE0001368,CUST003629,M0093,R006,ORD0002016,4,2026-09-19
RATE0001369,CUST003378,M0138,R019,ORD0001566,4,2026-08-04
RATE0001370,CUST003269,M0121,R016,ORD0001003,4,2026-09-20
RATE0001371,CUST001934,M0120,R020,ORD0001876,5,2026-08-31
RATE0001372,CUST002407,M0080,R017,ORD0003812,4,2026-09-16
RATE0001373,CUST000879,M0081,R004,ORD0005179,4,2026-02-16
RATE0001374,CUST003584,M0091,R013,ORD0006633,3,2026-05-29
RATE0001375,CUST000817,M0120,R011,ORD0005318,4,2026-02-08
RATE0001376,CUST003253,M0054,R012,ORD0008807,4,2025-11-18
RATE0001377,CUST000609,M0072,R003,ORD0000415,3,2026-06-22
RATE0001378,CUST003657,M0062,R010,ORD0006239,3,2026-09-15
RATE0001379,CUST003174,M0021,R006,ORD0002486,4,2026-03-27
RATE0001380,CUST001246,M0121,R020,ORD0003477,5,2026-07-16
RATE0001381,CUST002136,M0008,R015,ORD0002833,3,2026-06-13
RATE0001382,CUST000652,M0137,R003,ORD0005842,5,2026-09-16
RATE0001383,CUST000397,M0116,R007,ORD0004077,3,2026-07-17
RATE0001384,CUST000293,M0029,R007,ORD0001172,3,2026-09-26
RATE0001385,CUST000900,M0146,R017,ORD0004181,4,2026-07-19
RATE0001386,CUST001151,M0089,R008,ORD0002736,4,2026-07-12
RATE0001387,CUST000504,M0051,R015,ORD0005011,4,2026-09-07
RATE0001388,CUST002452,M0106,R005,ORD0004163,4,2026-08-19
RATE0001389,CUST003069,M0145,R004,ORD0004541,3,2026-07-29
RATE0001390,CUST001211,M0009,R020,ORD0006858,4,2026-09-26
RATE0001391,CUST000362,M0139,R006,ORD0004595,4,2026-07-20
RATE0001392,CUST001405,M0006,R018,ORD0007544,4,2026-09-26
RATE0001393,CUST001100,M0094,R008,ORD0007839,3,2025-11-06
RATE0001394,CUST003735,M0022,R009,ORD0003010,4,2026-06-13
RATE0001395,CUST002786,M0121,R020,ORD0002981,5,2026-09-20
RATE0001396,CUST002363,M0134,R010,ORD0007011,3,2026-06-14
RATE0001397,CUST000408,M0092,R003,ORD0001138,3,2026-06-21
RATE0001398,CUST000368,M0055,R007,ORD0006630,4,2026-01-13
RATE0001399,CUST001537,M0007,R017,ORD0000987,4,2026-06-20
RATE0001400,CUST000849,M0019,R020,ORD0000433,4,2026-01-09
RATE0001401,CUST001051,M0154,R004,ORD0005710,3,2026-06-03
RATE0001402,CUST003128,M0120,R004,ORD0006531,5,2025-09-24
RATE0001403,CUST001174,M0039,R001,ORD0000655,3,2026-09-06
RATE0001404,CUST000546,M0079,R006,ORD0005329,5,2026-09-04
RATE0001405,CUST001413,M0146,R009,ORD0006061,4,2026-06-04
RATE0001406,CUST000490,M0096,R019,ORD0001915,3,2026-08-12
RATE0001407,CUST002518,M0114,R002,ORD0001641,3,2026-08-11
RATE0001408,CUST001074,M0147,R018,ORD0002745,4,2026-08-29
RATE0001409,CUST000315,M0029,R003,ORD0005198,4,2025-11-15
RATE0001410,CUST002835,M0127,R006,ORD0008890,4,2026-09-09
RATE0001411,CUST002341,M0135,R012,ORD0003626,4,2026-09-17
RATE0001412,CUST002968,M0046,R011,ORD0000886,4,2026-05-28
RATE0001413,CUST002938,M0028,R019,ORD0001229,4,2026-05-19
RATE0001414,CUST000835,M0115,R002,ORD0003918,5,2026-08-07
RATE0001415,CUST001159,M0118,R016,ORD0000676,4,2026-04-22
RATE0001416,CUST000251,M0004,R016,ORD0005465,5,2026-09-19
RATE0001417,CUST000134,M0134,R014,ORD0005880,4,2026-09-05
RATE0001418,CUST000318,M0033,R017,ORD0005992,4,2026-01-17
RATE0001419,CUST000749,M0006,R017,ORD0002784,5,2026-02-21
RATE0001420,CUST000915,M0126,R018,ORD0002675,3,2026-09-14
RATE0001421,CUST003543,M0092,R012,ORD0001357,4,2026-02-16
RATE0001422,CUST002073,M0103,R015,ORD0007728,4,2026-05-30
RATE0001423,CUST003672,M0068,R015,ORD0005051,5,2026-09-25
RATE0001424,CUST000728,M0046,R015,ORD0003715,3,2026-06-27
RATE0001425,CUST001885,M0088,R016,ORD0000358,3,2026-03-30
RATE0001426,CUST000710,M0157,R014,ORD0003025,3,2026-08-03
RATE0001427,CUST003004,M0033,R004,ORD0002765,4,2026-09-16
RATE0001428,CUST001703,M0012,R013,ORD0004042,4,2026-08-19
RATE0001429,CUST003942,M0135,R019,ORD0004635,5,2026-08-28
RATE0001430,CUST002058,M0040,R008,ORD0002883,4,2025-10-21
RATE0001431,CUST000056,M0120,R014,ORD0003473,4,2026-06-26
RATE0001432,CUST001586,M0135,R011,ORD0002319,4,2026-09-12
RATE0001433,CUST003860,M0064,R011,ORD0003280,3,2026-09-26
RATE0001434,CUST002145,M0055,R001,ORD0006921,4,2026-09-10
RATE0001435,CUST001228,M0067,R005,ORD0004056,4,2026-09-19
RATE0001436,CUST002132,M0002,R004,ORD0002006,4,2026-09-22
RATE0001437,CUST000210,M0006,R017,ORD0003123,4,2026-09-04
RATE0001438,CUST003672,M0140,R015,ORD0005051,3,2026-09-24
RATE0001439,CUST001336,M0004,R002,ORD0005647,5,2026-04-22
RATE0001440,CUST003535,M0028,R013,ORD0007665,4,2026-07-28
RATE0001441,CUST002868,M0124,R015,ORD0000192,4,2026-06-24
RATE0001442,CUST001738,M0025,R017,ORD0002623,3,2026-08-27
RATE0001443,CUST000579,M0112,R005,ORD0002196,4,2026-03-30
RATE0001444,CUST003260,M0092,R006,ORD0006553,3,2026-09-11
RATE0001445,CUST001753,M0152,R020,ORD0001463,3,2026-02-14
RATE0001446,CUST003795,M0150,R020,ORD0002956,4,2026-07-22
RATE0001447,CUST000811,M0074,R011,ORD0000727,4,2025-10-26
RATE0001448,CUST000506,M0073,R008,ORD0000312,3,2025-11-01
RATE0001449,CUST002578,M0010,R008,ORD0003017,5,2026-08-06
RATE0001450,CUST000255,M0148,R014,ORD0004639,4,2026-03-21
RATE0001451,CUST000411,M0102,R016,ORD0005157,4,2026-07-24
RATE0001452,CUST002909,M0070,R002,ORD0000616,4,2026-08-11
RATE0001453,CUST001054,M0134,R011,ORD0000992,3,2026-08-31
RATE0001454,CUST001428,M0033,R013,ORD0003297,4,2026-08-13
RATE0001455,CUST002998,M0055,R007,ORD0003895,4,2026-09-27
RATE0001456,CUST000156,M0001,R010,ORD0008423,4,2026-07-29
RATE0001457,CUST000888,M0119,R015,ORD0006458,3,2026-09-19
RATE0001458,CUST003188,M0073,R009,ORD0006597,4,2026-07-13
RATE0001459,CUST003160,M0139,R019,ORD0003400,5,2025-11-02
RATE0001460,CUST003524,M0082,R010,ORD0007676,4,2026-05-11
RATE0001461,CUST002845,M0138,R001,ORD0002009,5,2026-09-22
RATE0001462,CUST002158,M0084,R006,ORD0000485,4,2025-10-18
RATE0001463,CUST003187,M0078,R006,ORD0007841,4,2026-09-07
RATE0001464,CUST000853,M0123,R007,ORD0007092,4,2026-09-14
RATE0001465,CUST000432,M0139,R010,ORD0005530,5,2026-09-18
RATE0001466,CUST002288,M0001,R014,ORD0001448,5,2026-09-02
RATE0001467,CUST002933,M0094,R019,ORD0001606,3,2026-06-08
RATE0001468,CUST001827,M0057,R009,ORD0008128,4,2026-05-31
RATE0001469,CUST002884,M0045,R013,ORD0001303,4,2025-12-21
RATE0001470,CUST001018,M0124,R008,ORD0003866,5,2025-10-08
RATE0001471,CUST002633,M0051,R011,ORD0003030,5,2026-08-29
RATE0001472,CUST001127,M0099,R006,ORD0002431,4,2025-11-08
RATE0001473,CUST000751,M0094,R005,ORD0008885,2,2026-09-21
RATE0001474,CUST002280,M0156,R009,ORD0007833,3,2026-04-14
RATE0001475,CUST002403,M0088,R005,ORD0001290,4,2026-06-03
RATE0001476,CUST002481,M0122,R018,ORD0004156,4,2026-07-04
RATE0001477,CUST001592,M0094,R013,ORD0003469,4,2026-07-05
RATE0001478,CUST001149,M0029,R020,ORD0002905,4,2026-09-25
RATE0001479,CUST000584,M0114,R006,ORD0000120,4,2026-09-20
RATE0001480,CUST000408,M0133,R003,ORD0001138,3,2026-06-19
RATE0001481,CUST000158,M0109,R015,ORD0003785,5,2026-09-14
RATE0001482,CUST001385,M0032,R007,ORD0006981,5,2026-05-27
RATE0001483,CUST001660,M0053,R013,ORD0000491,3,2026-09-11
RATE0001484,CUST003043,M0149,R002,ORD0002086,3,2026-08-21
RATE0001485,CUST000371,M0119,R019,ORD0002700,4,2025-11-26
RATE0001486,CUST000953,M0081,R017,ORD0005072,5,2026-09-08
RATE0001487,CUST001418,M0025,R014,ORD0008691,4,2026-08-10
RATE0001488,CUST001286,M0133,R005,ORD0003092,2,2026-09-13
RATE0001489,CUST003520,M0122,R018,ORD0001892,4,2026-06-23
RATE0001490,CUST002092,M0120,R017,ORD0002691,4,2026-04-22
RATE0001491,CUST000792,M0003,R016,ORD0004154,5,2025-12-14
RATE0001492,CUST003499,M0113,R012,ORD0003965,4,2026-09-12
RATE0001493,CUST000451,M0108,R011,ORD0005706,4,2025-12-25
RATE0001494,CUST002845,M0143,R001,ORD0002009,4,2026-09-21
RATE0001495,CUST002809,M0084,R013,ORD0004343,4,2026-08-26
RATE0001496,CUST002273,M0105,R002,ORD0000695,4,2026-01-22
RATE0001497,CUST003692,M0133,R004,ORD0006162,3,2026-09-28
RATE0001498,CUST001431,M0093,R003,ORD0005334,4,2026-05-24
RATE0001499,CUST002721,M0079,R013,ORD0005472,5,2026-09-22
RATE0001500,CUST003888,M0064,R011,ORD0004158,4,2026-04-15
RATE0001501,CUST003690,M0140,R001,ORD0005113,4,2026-09-18
RATE0001502,CUST002678,M0065,R002,ORD0005153,4,2026-05-01
RATE0001503,CUST002166,M0060,R002,ORD0003428,3,2026-08-17
RATE0001504,CUST002264,M0022,R008,ORD0002306,4,2026-09-08
RATE0001505,CUST000273,M0079,R018,ORD0004764,3,2026-09-13
RATE0001506,CUST001195,M0094,R017,ORD0005704,4,2026-03-09
RATE0001507,CUST003225,M0006,R002,ORD0003750,4,2026-09-08
RATE0001508,CUST002020,M0064,R001,ORD0004017,4,2026-06-04
RATE0001509,CUST001667,M0091,R018,ORD0000651,4,2026-06-11
RATE0001510,CUST000612,M0121,R020,ORD0008186,4,2026-03-10
RATE0001511,CUST000459,M0114,R008,ORD0005137,4,2025-12-18
RATE0001512,CUST000095,M0092,R015,ORD0005450,3,2026-06-30
RATE0001513,CUST002798,M0097,R020,ORD0001121,3,2026-07-31
RATE0001514,CUST001062,M0051,R013,ORD0001268,4,2026-04-19
RATE0001515,CUST001819,M0015,R016,ORD0002750,4,2026-02-24
RATE0001516,CUST001288,M0057,R005,ORD0005812,5,2026-05-05
RATE0001517,CUST000841,M0009,R017,ORD0002752,5,2026-09-15
RATE0001518,CUST002721,M0091,R003,ORD0004008,4,2026-09-25
RATE0001519,CUST001662,M0004,R004,ORD0006492,4,2026-09-14
RATE0001520,CUST002582,M0120,R019,ORD0007724,4,2026-09-26
RATE0001521,CUST002032,M0073,R018,ORD0008749,4,2026-08-25
RATE0001522,CUST001484,M0119,R010,ORD0004152,4,2026-05-13
RATE0001523,CUST000275,M0109,R015,ORD0003658,4,2026-07-26
RATE0001524,CUST001099,M0019,R017,ORD0005132,5,2026-05-26
RATE0001525,CUST002603,M0022,R020,ORD0001770,4,2026-04-25
RATE0001526,CUST000058,M0124,R002,ORD0008108,3,2026-07-19
RATE0001527,CUST000765,M0094,R011,ORD0007016,4,2026-05-14
RATE0001528,CUST001006,M0081,R006,ORD0002089,4,2026-09-21
RATE0001529,CUST003129,M0091,R016,ORD0001179,4,2026-08-24
RATE0001530,CUST000466,M0066,R013,ORD0001613,3,2026-09-03
RATE0001531,CUST000323,M0029,R009,ORD0000371,5,2026-03-14
RATE0001532,CUST003326,M0001,R014,ORD0001844,4,2026-09-06
RATE0001533,CUST000362,M0156,R014,ORD0003990,4,2026-07-01
RATE0001534,CUST001317,M0081,R018,ORD0004241,3,2026-01-04
RATE0001535,CUST000685,M0018,R005,ORD0006307,4,2026-06-17
RATE0001536,CUST000530,M0127,R013,ORD0006555,3,2026-07-13
RATE0001537,CUST000575,M0002,R008,ORD0002884,4,2026-02-05
RATE0001538,CUST003224,M0133,R012,ORD0004993,2,2026-02-28
RATE0001539,CUST000119,M0134,R013,ORD0006690,5,2026-07-26
RATE0001540,CUST000869,M0001,R012,ORD0003864,5,2026-03-06
RATE0001541,CUST003405,M0119,R015,ORD0000877,4,2026-03-01
RATE0001542,CUST000200,M0051,R010,ORD0006763,4,2026-05-15
RATE0001543,CUST001944,M0091,R011,ORD0000111,4,2026-09-22
RATE0001544,CUST000926,M0001,R007,ORD0000574,4,2026-09-29
RATE0001545,CUST002942,M0144,R010,ORD0003783,4,2026-09-24
RATE0001546,CUST003711,M0098,R005,ORD0001405,4,2026-09-12
RATE0001547,CUST002842,M0143,R003,ORD0001535,4,2026-08-11
RATE0001548,CUST001428,M0107,R003,ORD0004234,4,2026-07-11
RATE0001549,CUST002679,M0135,R009,ORD0008036,4,2026-08-08
RATE0001550,CUST000615,M0002,R011,ORD0006898,4,2026-02-14
RATE0001551,CUST002756,M0093,R005,ORD0002513,5,2026-09-24
RATE0001552,CUST003091,M0148,R010,ORD0001585,4,2026-01-30
RATE0001553,CUST003850,M0135,R017,ORD0000101,4,2026-08-08
RATE0001554,CUST002929,M0140,R019,ORD0006403,4,2026-09-16
RATE0001555,CUST003286,M0046,R002,ORD0001664,3,2026-09-25
RATE0001556,CUST002149,M0108,R009,ORD0007985,4,2026-02-16
RATE0001557,CUST002274,M0040,R001,ORD0005268,4,2026-09-10
RATE0001558,CUST000742,M0121,R011,ORD0004906,4,2026-08-24
RATE0001559,CUST000230,M0055,R003,ORD0000745,4,2026-09-10
RATE0001560,CUST001428,M0055,R003,ORD0007187,4,2026-07-09
RATE0001561,CUST003583,M0130,R011,ORD0001282,4,2026-09-25
RATE0001562,CUST000295,M0048,R008,ORD0004009,5,2026-08-22
RATE0001563,CUST001235,M0067,R012,ORD0006474,4,2026-09-23
RATE0001564,CUST000018,M0006,R013,ORD0006983,5,2026-09-09
RATE0001565,CUST002655,M0135,R011,ORD0002134,5,2026-08-01
RATE0001566,CUST001212,M0114,R001,ORD0000408,4,2026-03-24
RATE0001567,CUST001157,M0069,R007,ORD0000074,4,2026-09-06
RATE0001568,CUST003427,M0042,R006,ORD0007189,4,2026-07-03
RATE0001569,CUST003744,M0084,R018,ORD0008936,4,2026-08-18
RATE0001570,CUST002871,M0085,R008,ORD0001564,4,2026-08-13
RATE0001571,CUST003765,M0079,R005,ORD0000136,5,2026-09-13
RATE0001572,CUST003326,M0083,R014,ORD0001844,4,2026-09-08
RATE0001573,CUST002068,M0060,R018,ORD0006047,3,2026-05-06
RATE0001574,CUST002970,M0103,R007,ORD0007218,4,2026-09-21
RATE0001575,CUST003155,M0091,R015,ORD0005989,4,2025-10-21
RATE0001576,CUST001835,M0087,R020,ORD0006043,5,2026-03-21
RATE0001577,CUST003346,M0124,R018,ORD0001455,4,2026-03-18
RATE0001578,CUST003940,M0133,R014,ORD0003899,4,2026-07-10
RATE0001579,CUST001506,M0120,R015,ORD0003154,4,2026-09-12
RATE0001580,CUST001347,M0079,R016,ORD0003005,5,2026-09-27
RATE0001581,CUST000886,M0053,R019,ORD0008777,4,2026-09-12
RATE0001582,CUST000570,M0130,R013,ORD0008731,4,2026-09-13
RATE0001583,CUST003336,M0070,R011,ORD0001484,4,2026-09-19
RATE0001584,CUST002718,M0149,R020,ORD0001899,4,2026-09-25
RATE0001585,CUST001920,M0005,R009,ORD0008256,4,2026-08-31
RATE0001586,CUST003987,M0123,R009,ORD0003267,4,2026-05-31
RATE0001587,CUST002265,M0117,R020,ORD0000517,5,2026-08-19
RATE0001588,CUST001071,M0090,R020,ORD0001859,4,2026-08-13
RATE0001589,CUST000920,M0137,R010,ORD0001754,4,2025-12-30
RATE0001590,CUST002093,M0057,R015,ORD0003763,5,2026-09-14
RATE0001591,CUST001379,M0064,R006,ORD0007058,3,2026-09-26
RATE0001592,CUST001557,M0044,R017,ORD0005207,4,2026-09-21
RATE0001593,CUST000604,M0138,R015,ORD0002467,4,2026-03-25
RATE0001594,CUST000433,M0032,R005,ORD0002335,4,2026-07-14
RATE0001595,CUST000817,M0123,R001,ORD0007303,4,2026-01-20
RATE0001596,CUST002508,M0099,R019,ORD0007891,4,2026-08-09
RATE0001597,CUST001565,M0138,R005,ORD0005088,5,2026-09-13
RATE0001598,CUST001000,M0124,R004,ORD0001659,4,2026-08-07
RATE0001599,CUST000067,M0002,R003,ORD0001106,5,2026-08-14
RATE0001600,CUST000730,M0120,R003,ORD0003586,2,2026-08-27
RATE0001601,CUST003861,M0065,R001,ORD0007924,4,2026-07-19
RATE0001602,CUST002331,M0016,R001,ORD0008759,4,2026-08-11
RATE0001603,CUST003136,M0066,R018,ORD0000589,4,2025-09-18
RATE0001604,CUST001575,M0119,R013,ORD0008344,4,2026-06-24
RATE0001605,CUST001148,M0139,R002,ORD0000392,4,2026-06-09
RATE0001606,CUST002287,M0075,R015,ORD0007325,3,2026-08-19
RATE0001607,CUST000628,M0120,R009,ORD0004094,4,2025-09-09
RATE0001608,CUST003789,M0057,R017,ORD0001714,5,2026-08-04
RATE0001609,CUST000572,M0023,R012,ORD0007405,5,2026-05-13
RATE0001610,CUST003613,M0156,R001,ORD0002033,4,2026-08-13
RATE0001611,CUST001260,M0055,R006,ORD0007280,3,2026-08-08
RATE0001612,CUST001077,M0046,R014,ORD0008588,4,2025-12-07
RATE0001613,CUST002700,M0120,R002,ORD0000548,4,2026-09-10
RATE0001614,CUST002205,M0139,R017,ORD0000563,3,2025-12-11
RATE0001615,CUST001372,M0019,R018,ORD0006559,4,2026-02-11
RATE0001616,CUST000591,M0105,R018,ORD0005934,3,2026-08-01
RATE0001617,CUST001641,M0017,R020,ORD0006519,3,2026-09-16
RATE0001618,CUST000899,M0001,R001,ORD0002342,5,2026-01-22
RATE0001619,CUST000667,M0064,R018,ORD0007906,5,2026-07-18
RATE0001620,CUST003413,M0051,R003,ORD0000041,4,2026-06-27
RATE0001621,CUST002327,M0036,R004,ORD0004714,3,2026-07-18
RATE0001622,CUST003813,M0058,R020,ORD0003789,3,2026-08-29
RATE0001623,CUST000110,M0087,R009,ORD0002122,4,2026-08-22
RATE0001624,CUST002588,M0086,R018,ORD0002121,4,2026-05-27
RATE0001625,CUST002216,M0107,R020,ORD0007623,4,2026-08-06
RATE0001626,CUST001163,M0121,R016,ORD0003193,3,2026-09-24
RATE0001627,CUST001431,M0099,R013,ORD0004001,4,2026-09-20
RATE0001628,CUST000741,M0051,R020,ORD0006570,4,2026-03-27
RATE0001629,CUST001857,M0055,R003,ORD0001366,3,2026-09-23
RATE0001630,CUST001070,M0074,R019,ORD0003389,4,2026-09-06
RATE0001631,CUST000222,M0083,R001,ORD0001632,5,2026-09-25
RATE0001632,CUST001054,M0086,R011,ORD0000992,4,2026-08-28
RATE0001633,CUST003906,M0074,R003,ORD0001834,5,2026-07-12
RATE0001634,CUST002586,M0066,R010,ORD0005035,4,2025-11-21
RATE0001635,CUST002213,M0114,R006,ORD0004276,-1,2026-05-31
RATE0001636,CUST002499,M0038,R011,ORD0002566,4,2026-04-13
RATE0001637,CUST000191,M0006,R004,ORD0005063,5,2026-06-25
RATE0001638,CUST002748,M0083,R003,ORD0005390,4,2026-07-07
RATE0001639,CUST003253,M0112,R012,ORD0004815,4,2026-04-25
RATE0001640,CUST002020,M0027,R011,ORD0004471,3,2026-01-17
RATE0001641,CUST001117,M0014,R016,ORD0008516,4,2026-08-12
RATE0001642,CUST000834,M0125,R014,ORD0002751,4,2026-06-18
RATE0001643,CUST002590,M0003,R001,ORD0006718,4,2026-09-23
RATE0001644,CUST003532,M0011,R011,ORD0001789,3,2026-08-17
RATE0001645,CUST002361,M0079,R020,ORD0006071,3,2026-05-05
RATE0001646,CUST003864,M0046,R012,ORD0002350,4,2025-11-01
RATE0001647,CUST000837,M0072,R007,ORD0004765,5,2026-06-05
RATE0001648,CUST000831,M0128,R014,ORD0007557,3,2026-01-24
RATE0001649,CUST003257,M0120,R020,ORD0008041,4,2026-09-26
RATE0001650,CUST003417,M0065,R015,ORD0005896,4,2026-05-07
RATE0001651,CUST001284,M0112,R002,ORD0008385,4,2026-09-17
RATE0001652,CUST002942,M0076,R010,ORD0003783,5,2026-09-20
RATE0001653,CUST000792,M0079,R006,ORD0000012,5,2026-07-29
RATE0001654,CUST002193,M0018,R005,ORD0004026,4,2026-07-26
RATE0001655,CUST001850,M0004,R010,ORD0007635,3,2026-08-31
RATE0001656,CUST001349,M0095,R017,ORD0001791,3,2026-09-10
RATE0001657,CUST000297,M0004,R010,ORD0002689,3,2026-09-28
RATE0001658,CUST003924,M0090,R017,ORD0006855,4,2026-05-07
RATE0001659,CUST002104,M0020,R005,ORD0007408,4,2026-06-19
RATE0001660,CUST003051,M0059,R006,ORD0002266,3,2026-09-14
RATE0001661,CUST003721,M0133,R018,ORD0000337,4,2026-09-08
RATE0001662,CUST000004,M0146,R018,ORD0005340,5,2026-08-18
RATE0001663,CUST003103,M0075,R011,ORD0000207,4,2026-02-21
RATE0001664,CUST003913,M0066,R017,ORD0007214,5,2026-08-27
RATE0001665,CUST002496,M0011,R020,ORD0008846,4,2026-01-21
RATE0001666,CUST000009,M0051,R015,ORD0007552,3,2026-06-15
RATE0001667,CUST002379,M0054,R001,ORD0006557,3,2026-09-09
RATE0001668,CUST003873,M0098,R013,ORD0004796,4,2026-04-18
RATE0001669,CUST001337,M0093,R020,ORD0005570,4,2026-02-11
RATE0001670,CUST003912,M0121,R004,ORD0006674,4,2026-07-08
RATE0001671,CUST000861,M0079,R005,ORD0002077,5,2026-03-13
RATE0001672,CUST002318,M0055,R006,ORD0004018,5,2026-08-30
RATE0001673,CUST003629,M0059,R016,ORD0005124,4,2026-09-25
RATE0001674,CUST001718,M0114,R006,ORD0003375,3,2026-09-18
RATE0001675,CUST003253,M0010,R012,ORD0008807,-1,2025-11-14
RATE0001676,CUST000563,M0120,R014,ORD0000980,4,2026-06-11
RATE0001677,CUST003020,M0119,R007,ORD0000922,4,2026-03-26
RATE0001678,CUST003717,M0057,R016,ORD0004805,5,2025-11-19
RATE0001679,CUST000942,M0138,R001,ORD0006794,5,2026-05-13
RATE0001680,CUST003935,M0138,R008,ORD0004686,3,2026-09-02
RATE0001681,CUST002242,M0078,R018,ORD0005622,3,2026-07-29
RATE0001682,CUST001654,M0133,R005,ORD0002968,4,2026-04-23
RATE0001683,CUST002575,M0124,R011,ORD0002508,3,2026-04-16
RATE0001684,CUST003360,M0095,R015,ORD0001277,5,2026-05-06
RATE0001685,CUST001953,M0148,R013,ORD0001247,5,2026-09-26
RATE0001686,CUST003909,M0122,R001,ORD0001420,4,2026-09-11
RATE0001687,CUST003428,M0057,R012,ORD0008264,5,2025-08-10
RATE0001688,CUST003428,M0120,R012,ORD0007733,5,2026-05-23
RATE0001689,CUST001358,M0148,R014,ORD0002507,4,2026-06-24
RATE0001690,CUST003239,M0131,R008,ORD0004720,4,2026-07-05
RATE0001691,CUST001586,M0073,R001,ORD0003997,4,2026-06-11
RATE0001692,CUST003048,M0125,R004,ORD0003635,4,2026-04-28
RATE0001693,CUST002062,M0016,R004,ORD0005855,4,2026-07-09
RATE0001694,CUST002601,M0080,R001,ORD0000606,4,2026-08-11
RATE0001695,CUST003823,M0091,R009,ORD0004308,3,2026-03-20
RATE0001696,CUST003539,M0076,R005,ORD0000798,4,2026-03-24
RATE0001697,CUST001741,M0068,R018,ORD0004614,5,2026-08-27
RATE0001698,CUST000846,M0020,R008,ORD0001889,4,2026-09-07
