inventory_id,restaurant_id,item_id,date,stock_level,consumed_qty,replenished_qty
INV00005682,R001,M0109,2026-03-26,32,17,7
INV00005683,R001,M0142,2026-03-26,158,69,67
INV00005684,R001,M0056,2026-03-26,195,23,84
INV00005685,R001,M0095,2026-03-26,83,69,88
INV00005686,R001,M0030,2026-03-26,36,14,12
INV00005687,R001,M0102,2026-03-26,137,135,37
INV00005688,R001,M0052,2026-03-26,156,117,66
INV00005689,R001,M0101,2026-03-26,59,58,12
INV00005690,R001,M0143,2026-03-26,62,13,98
INV00005691,R001,M0020,2026-03-26,177,115,84
INV00005692,R001,M0085,2026-03-26,159,88,45
INV00005693,R001,M0016,2026-03-26,39,5,59
INV00005694,R001,M0067,2026-03-26,143,121,3
INV00005695,R001,M0025,2026-03-26,187,185,81
INV00005696,R001,M0031,2026-03-26,179,46,51
INV00005697,R001,M0129,2026-03-26,100,40,91
INV00005698,R001,M0148,2026-03-26,176,74,76
INV00005699,R001,M0099,2026-03-26,57,21,80
INV00005700,R001,M0017,2026-03-26,66,9,67
INV00005701,R001,M0076,2026-03-26,127,97,64
INV00005702,R001,M0019,2026-03-26,179,101,32
INV00005703,R001,M0013,2026-03-26,178,4,68
INV00005704,R001,M0010,2026-03-26,183,8,47
INV00005705,R001,M0032,2026-03-26,20,17,77
INV00005706,R001,M0152,2026-03-26,37,17,87
INV00005707,R001,M0098,2026-03-26,78,23,48
INV00005708,R001,M0057,2026-03-26,97,81,44
INV00005709,R001,M0132,2026-03-26,169,128,20
INV00005710,R001,M0105,2026-03-26,32,21,52
INV00005711,R001,M0137,2026-03-26,194,74,61
INV00005712,R001,M0079,2026-03-26,149,67,27
INV00005713,R001,M0061,2026-03-26,177,117,40
INV00005714,R001,M0116,2026-03-26,133,107,80
INV00005715,R001,M0003,2026-03-26,42,28,84
INV00005716,R001,M0124,2026-03-26,77,53,41
INV00005717,R001,M0046,2026-03-26,22,5,13
INV00005718,R001,M0043,2026-03-26,122,107,96
INV00005719,R001,M0070,2026-03-26,181,66,15
INV00005720,R001,M0091,2026-03-26,123,102,67
INV00005721,R001,M0027,2026-03-26,197,178,7
INV00005722,R001,M0139,2026-03-26,22,0,67
INV00005723,R001,M0083,2026-03-26,43,1,53
INV00005724,R001,M0097,2026-03-26,58,0,83
INV00005725,R001,M0147,2026-03-26,172,93,36
INV00005726,R001,M0037,2026-03-26,29,10,12
INV00005727,R001,M0082,2026-03-26,120,98,79
INV00005728,R001,M0023,2026-03-26,54,48,53
INV00005729,R001,M0144,2026-03-26,198,110,13
INV00005730,R001,M0068,2026-03-26,151,119,64
INV00005731,R001,M0115,2026-03-26,50,0,93
INV00005732,R001,M0012,2026-03-26,53,8,12
INV00005733,R001,M0066,2026-03-26,128,11,72
INV00005734,R001,M0086,2026-03-26,177,87,56
INV00005735,R001,M0007,2026-03-26,141,15,3
INV00005736,R001,M0028,2026-03-26,113,19,89
INV00005737,R001,M0077,2026-03-26,34,14,37
INV00005738,R001,M0140,2026-03-26,183,80,50
INV00005739,R001,M0127,2026-03-26,106,97,24
INV00005740,R001,M0042,2026-03-26,118,101,4
INV00005741,R001,M0005,2026-03-26,94,77,2
INV00005742,R001,M0136,2026-03-26,71,32,90
INV00005743,R001,M0033,2026-03-26,44,19,35
INV00005744,R001,M0128,2026-03-26,158,39,76
INV00005745,R001,M0133,2026-03-26,164,111,61
INV00005746,R001,M0069,2026-03-26,58,5,56
INV00005747,R001,M0011,2026-03-26,29,13,88
INV00005748,R001,M0096,2026-03-26,152,6,46
INV00005749,R001,M0110,2026-03-26,38,3,73
INV00005750,R001,M0001,2026-03-26,191,111,17
INV00005751,R001,M0120,2026-03-26,194,88,93
INV00005752,R001,M0112,2026-03-26,175,24,93
INV00005753,R001,M0065,2026-03-26,150,135,5
INV00005754,R001,M0045,2026-03-26,90,70,37
INV00005755,R001,M0087,2026-03-26,92,0,83
INV00005756,R001,M0029,2026-03-26,99,49,89
INV00005757,R001,M0041,2026-03-26,192,75,19
INV00005758,R001,M0113,2026-03-26,67,62,53
INV00005759,R001,M0026,2026-03-26,113,22,29
INV00005760,R001,M0024,2026-03-26,145,121,88
INV00005761,R001,M0106,2026-06-03,83,56,99
INV00005762,R001,M0109,2026-06-03,175,16,77
INV00005763,R001,M0142,2026-06-03,132,124,98
INV00005764,R001,M0056,2026-06-03,78,17,8
INV00005765,R001,M0095,2026-06-03,124,25,94
INV00005766,R001,M0030,2026-06-03,111,15,47
INV00005767,R001,M0102,2026-06-03,129,86,2
INV00005768,R001,M0052,2026-06-03,127,56,23
INV00005769,R001,M0101,2026-06-03,24,11,65
INV00005770,R001,M0143,2026-06-03,82,39,29
INV00005771,R001,M0020,2026-06-03,46,38,8
INV00005772,R001,M0085,2026-06-03,60,28,56
INV00005773,R001,M0016,2026-06-03,98,62,29
INV00005774,R001,M0067,2026-06-03,42,20,53
INV00005775,R001,M0025,2026-06-03,194,82,77
INV00005776,R001,M0031,2026-06-03,21,10,95
INV00005777,R001,M0129,2026-06-03,144,56,47
INV00005778,R001,M0148,2026-06-03,156,29,97
INV00005779,R001,M0099,2026-06-03,181,161,65
INV00005780,R001,M0017,2026-06-03,57,52,56
INV00005781,R001,M0076,2026-06-03,108,99,23
INV00005782,R001,M0019,2026-06-03,34,14,93
INV00005783,R001,M0013,2026-06-03,113,48,66
INV00005784,R001,M0010,2026-06-03,149,6,35
INV00005785,R001,M0032,2026-06-03,134,72,68
INV00005786,R001,M0152,2026-06-03,131,93,80
INV00005787,R001,M0098,2026-06-03,124,91,73
INV00005788,R001,M0057,2026-06-03,22,10,54
INV00005789,R001,M0132,2026-06-03,73,71,27
INV00005790,R001,M0105,2026-06-03,130,12,85
INV00005791,R001,M0137,2026-06-03,24,21,96
INV00005792,R001,M0079,2026-06-03,53,4,95
INV00005793,R001,M0061,2026-06-03,96,5,1
INV00005794,R001,M0116,2026-06-03,71,14,37
INV00005795,R001,M0003,2026-06-03,118,40,64
INV00005796,R001,M0124,2026-06-03,184,37,9
INV00005797,R001,M0046,2026-06-03,117,55,97
INV00005798,R001,M0043,2026-06-03,77,9,49
INV00005799,R001,M0070,2026-06-03,147,85,97
INV00005800,R001,M0091,2026-06-03,188,141,88
INV00005801,R001,M0027,2026-06-03,124,65,33
INV00005802,R001,M0139,2026-06-03,118,57,23
INV00005803,R001,M0083,2026-06-03,99,84,80
INV00005804,R001,M0097,2026-06-03,115,13,91
INV00005805,R001,M0147,2026-06-03,161,5,10
INV00005806,R001,M0037,2026-06-03,174,53,89
INV00005807,R001,M0082,2026-06-03,44,35,17
INV00005808,R001,M0023,2026-06-03,111,55,9
INV00005809,R001,M0144,2026-06-03,119,50,37
INV00005810,R001,M0068,2026-06-03,125,110,72
INV00005811,R001,M0115,2026-06-03,122,20,89
INV00005812,R001,M0012,2026-06-03,118,32,24
INV00005813,R001,M0066,2026-06-03,38,11,55
INV00005814,R001,M0086,2026-06-03,113,97,47
INV00005815,R001,M0007,2026-06-03,188,179,7
INV00005816,R001,M0028,2026-06-03,66,39,44
INV00005817,R001,M0077,2026-06-03,127,60,54
INV00005818,R001,M0140,2026-06-03,91,43,18
INV00005819,R001,M0127,2026-06-03,104,82,96
INV00005820,R001,M0042,2026-06-03,41,40,62
INV00005821,R001,M0005,2026-06-03,139,121,2
INV00005822,R001,M0136,2026-06-03,92,47,26
INV00005823,R001,M0033,2026-06-03,167,138,16
INV00005824,R001,M0128,2026-06-03,197,155,49
INV00005825,R001,M0133,2026-06-03,150,15,9
INV00005826,R001,M0069,2026-06-03,73,65,48
INV00005827,R001,M0011,2026-06-03,193,108,75
INV00005828,R001,M0096,2026-06-03,119,55,13
INV00005829,R001,M0110,2026-06-03,35,10,38
INV00005830,R001,M0001,2026-06-03,60,22,28
INV00005831,R001,M0120,2026-06-03,30,9,63
INV00005832,R001,M0112,2026-06-03,35,14,55
INV00005833,R001,M0065,2026-06-03,82,24,33
INV00005834,R001,M0045,2026-06-03,87,75,79
INV00005835,R001,M0087,2026-06-03,105,57,5
INV00005836,R001,M0029,2026-06-03,52,18,14
INV00005837,R001,M0041,2026-06-03,111,79,38
INV00005838,R001,M0113,2026-06-03,136,43,59
INV00005839,R001,M0026,2026-06-03,65,35,75
INV00005840,R001,M0024,2026-06-03,181,123,66
INV00005841,R001,M0106,2026-04-19,131,11,40
INV00005842,R001,M0109,2026-04-19,130,19,24
INV00005843,R001,M0142,2026-04-19,112,93,91
INV00005844,R001,M0056,2026-04-19,166,48,1
INV00005845,R001,M0095,2026-04-19,40,12,47
INV00005846,R001,M0030,2026-04-19,144,75,79
INV00005847,R001,M0102,2026-04-19,170,79,84
INV00005848,R001,M0052,2026-04-19,64,37,74
INV00005849,R001,M0101,2026-04-19,31,25,89
INV00005850,R001,M0143,2026-04-19,163,14,69
INV00005851,R001,M0020,2026-04-19,157,111,45
INV00005852,R001,M0085,2026-04-19,102,5,97
INV00005853,R001,M0016,2026-04-19,30,2,11
INV00005854,R001,M0067,2026-04-19,52,30,39
INV00005855,R001,M0025,2026-04-19,173,105,72
INV00005856,R001,M0031,2026-04-19,134,6,9
INV00005857,R001,M0129,2026-04-19,187,17,41
INV00005858,R001,M0148,2026-04-19,100,27,6
INV00005859,R001,M0099,2026-04-19,45,13,66
INV00005860,R001,M0017,2026-04-19,131,32,7
INV00005861,R001,M0076,2026-04-19,116,38,42
INV00005862,R001,M0019,2026-04-19,176,7,36
INV00005863,R001,M0013,2026-04-19,43,13,76
INV00005864,R001,M0010,2026-04-19,132,44,70
INV00005865,R001,M0032,2026-04-19,127,109,84
INV00005866,R001,M0152,2026-04-19,57,55,85
INV00005867,R001,M0098,2026-04-19,199,57,35
INV00005868,R001,M0057,2026-04-19,50,28,13
INV00005869,R001,M0132,2026-04-19,140,40,13
INV00005870,R001,M0105,2026-04-19,198,56,4
INV00005871,R001,M0137,2026-04-19,21,17,16
INV00005872,R001,M0079,2026-04-19,139,39,5
INV00005873,R001,M0061,2026-04-19,166,91,47
INV00005874,R001,M0116,2026-04-19,173,67,46
INV00005875,R001,M0003,2026-04-19,99,5,18
INV00005876,R001,M0124,2026-04-19,35,22,39
INV00005877,R001,M0046,2026-04-19,157,148,80
INV00005878,R001,M0043,2026-04-19,142,82,26
INV00005879,R001,M0070,2026-04-19,38,13,54
INV00005880,R001,M0091,2026-04-19,87,72,33
INV00005881,R001,M0027,2026-04-19,171,70,88
INV00005882,R001,M0139,2026-04-19,122,35,81
INV00005883,R001,M0083,2026-04-19,28,17,24
INV00005884,R001,M0097,2026-04-19,127,78,70
INV00005885,R001,M0147,2026-04-19,122,7,6
INV00005886,R001,M0037,2026-04-19,163,86,49
INV00005887,R001,M0082,2026-04-19,184,34,83
INV00005888,R001,M0023,2026-04-19,131,87,98
INV00005889,R001,M0144,2026-04-19,123,114,67
INV00005890,R001,M0068,2026-04-19,32,12,79
INV00005891,R001,M0115,2026-04-19,96,2,72
INV00005892,R001,M0012,2026-04-19,126,86,23
INV00005893,R001,M0066,2026-04-19,78,54,21
INV00005894,R001,M0086,2026-04-19,47,35,79
INV00005895,R001,M0007,2026-04-19,192,154,42
INV00005896,R001,M0028,2026-04-19,189,115,14
INV00005897,R001,M0077,2026-04-19,45,42,55
INV00005898,R001,M0140,2026-04-19,57,0,13
INV00005899,R001,M0127,2026-04-19,105,77,21
INV00005900,R001,M0042,2026-04-19,138,101,17
INV00005901,R001,M0005,2026-04-19,95,53,58
INV00005902,R001,M0136,2026-04-19,58,10,42
INV00005903,R001,M0033,2026-04-19,53,6,97
INV00005904,R001,M0128,2026-04-19,43,27,96
INV00005905,R001,M0133,2026-04-19,117,99,10
INV00005906,R001,M0069,2026-04-19,183,65,44
INV00005907,R001,M0011,2026-04-19,21,19,54
INV00005908,R001,M0096,2026-04-19,184,62,71
INV00005909,R001,M0110,2026-04-19,53,32,6
INV00005910,R001,M0001,2026-04-19,24,3,60
INV00005911,R001,M0120,2026-04-19,24,19,0
INV00005912,R001,M0112,2026-04-19,91,43,4
INV00005913,R001,M0065,2026-04-19,91,10,31
INV00005914,R001,M0045,2026-04-19,75,19,56
INV00005915,R001,M0087,2026-04-19,186,163,58
INV00005916,R001,M0029,2026-04-19,46,37,86
INV00005917,R001,M0041,2026-04-19,47,43,72
INV00005918,R001,M0113,2026-04-19,69,18,56
INV00005919,R001,M0026,2026-04-19,89,23,24
INV00005920,R001,M0024,2026-04-19,25,12,43
INV00005921,R001,M0106,2025-12-14,79,37,36
INV00005922,R001,M0109,2025-12-14,107,86,59
INV00005923,R001,M0142,2025-12-14,135,42,32
INV00005924,R001,M0056,2025-12-14,183,26,97
INV00005925,R001,M0095,2025-12-14,77,23,25
INV00005926,R001,M0030,2025-12-14,25,22,5
INV00005927,R001,M0102,2025-12-14,139,39,0
INV00005928,R001,M0052,2025-12-14,188,89,51
INV00005929,R001,M0101,2025-12-14,129,54,97
INV00005930,R001,M0143,2025-12-14,108,105,96
INV00005931,R001,M0020,2025-12-14,181,156,20
INV00005932,R001,M0085,2025-12-14,143,7,12
INV00005933,R001,M0016,2025-12-14,58,30,60
INV00005934,R001,M0067,2025-12-14,136,26,51
INV00005935,R001,M0025,2025-12-14,36,11,23
INV00005936,R001,M0031,2025-12-14,179,149,72
INV00005937,R001,M0129,2025-12-14,179,150,15
INV00005938,R001,M0148,2025-12-14,47,15,50
INV00005939,R001,M0099,2025-12-14,86,1,27
INV00005940,R001,M0017,2025-12-14,65,55,47
INV00005941,R001,M0076,2025-12-14,113,95,69
INV00005942,R001,M0019,2025-12-14,82,47,61
INV00005943,R001,M0013,2025-12-14,72,36,24
INV00005944,R001,M0010,2025-12-14,146,136,74
INV00005945,R001,M0032,2025-12-14,169,111,96
INV00005946,R001,M0152,2025-12-14,66,8,16
INV00005947,R001,M0098,2025-12-14,68,3,40
INV00005948,R001,M0057,2025-12-14,82,14,23
INV00005949,R001,M0132,2025-12-14,88,26,77
INV00005950,R001,M0105,2025-12-14,48,10,36
INV00005951,R001,M0137,2025-12-14,126,124,81
INV00005952,R001,M0079,2025-12-14,180,97,24
INV00005953,R001,M0061,2025-12-14,62,1,87
INV00005954,R001,M0116,2025-12-14,192,133,38
INV00005955,R001,M0003,2025-12-14,119,66,70
INV00005956,R001,M0124,2025-12-14,139,85,93
INV00005957,R001,M0046,2025-12-14,95,44,32
INV00005958,R001,M0043,2025-12-14,46,5,20
INV00005959,R001,M0070,2025-12-14,126,119,61
INV00005960,R001,M0091,2025-12-14,60,15,19
INV00005961,R001,M0027,2025-12-14,22,15,75
INV00005962,R001,M0139,2025-12-14,165,87,19
INV00005963,R001,M0083,2025-12-14,177,89,15
INV00005964,R001,M0097,2025-12-14,43,0,38
INV00005965,R001,M0147,2025-12-14,59,9,34
INV00005966,R001,M0037,2025-12-14,56,54,12
INV00005967,R001,M0082,2025-12-14,195,88,51
INV00005968,R001,M0023,2025-12-14,119,63,7
INV00005969,R001,M0144,2025-12-14,141,102,13
INV00005970,R001,M0068,2025-12-14,128,58,3
INV00005971,R001,M0115,2025-12-14,122,12,1
INV00005972,R001,M0012,2025-12-14,98,80,26
INV00005973,R001,M0066,2025-12-14,58,16,64
INV00005974,R001,M0086,2025-12-14,140,125,69
INV00005975,R001,M0007,2025-12-14,169,130,19
INV00005976,R001,M0028,2025-12-14,166,144,3
INV00005977,R001,M0077,2025-12-14,145,35,7
INV00005978,R001,M0140,2025-12-14,129,66,83
INV00005979,R001,M0127,2025-12-14,147,28,6
INV00005980,R001,M0042,2025-12-14,99,74,41
INV00005981,R001,M0005,2025-12-14,154,116,8
INV00005982,R001,M0136,2025-12-14,45,32,17
INV00005983,R001,M0033,2025-12-14,155,28,37
INV00005984,R001,M0128,2025-12-14,172,50,18
INV00005985,R001,M0133,2025-12-14,156,14,70
INV00005986,R001,M0069,2025-12-14,31,12,18
INV00005987,R001,M0011,2025-12-14,185,44,42
INV00005988,R001,M0096,2025-12-14,81,59,83
INV00005989,R001,M0110,2025-12-14,149,39,76
INV00005990,R001,M0001,2025-12-14,122,96,36
INV00005991,R001,M0120,2025-12-14,196,117,41
INV00005992,R001,M0112,2025-12-14,62,52,89
INV00005993,R001,M0065,2025-12-14,114,61,74
INV00005994,R001,M0045,2025-12-14,77,76,41
INV00005995,R001,M0087,2025-12-14,143,21,4
INV00005996,R001,M0029,2025-12-14,54,49,58
INV00005997,R001,M0041,2025-12-14,62,58,41
INV00005998,R001,M0113,2025-12-14,93,42,91
INV00005999,R001,M0026,2025-12-14,108,76,51
INV00006000,R001,M0024,2025-12-14,174,168,12
INV00006001,R001,M0106,2026-08-11,111,58,26
INV00006002,R001,M0109,2026-08-11,126,91,72
INV00006003,R001,M0142,2026-08-11,20,0,43
INV00006004,R001,M0056,2026-08-11,173,4,53
INV00006005,R001,M0095,2026-08-11,128,108,93
INV00006006,R001,M0030,2026-08-11,119,45,24
INV00006007,R001,M0102,2026-08-11,77,29,29
INV00006008,R001,M0052,2026-08-11,61,43,60
INV00006009,R001,M0101,2026-08-11,114,102,65
INV00006010,R001,M0143,2026-08-11,179,9,62
INV00006011,R001,M0020,2026-08-11,157,116,17
INV00006012,R001,M0085,2026-08-11,183,35,88
INV00006013,R001,M0016,2026-08-11,174,4,89
INV00006014,R001,M0067,2026-08-11,128,36,49
INV00006015,R001,M0025,2026-08-11,177,118,20
INV00006016,R001,M0031,2026-08-11,61,1,15
INV00006017,R001,M0129,2026-08-11,153,75,62
INV00006018,R001,M0148,2026-08-11,113,37,18
INV00006019,R001,M0099,2026-08-11,197,164,91
INV00006020,R001,M0017,2026-08-11,149,0,35
INV00006021,R001,M0076,2026-08-11,38,34,5
INV00006022,R001,M0019,2026-08-11,175,96,27
INV00006023,R001,M0013,2026-08-11,95,2,49
INV00006024,R001,M0010,2026-08-11,184,140,32
INV00006025,R001,M0032,2026-08-11,72,59,50
INV00006026,R001,M0152,2026-08-11,137,109,14
INV00006027,R001,M0098,2026-08-11,159,147,66
INV00006028,R001,M0057,2026-08-11,92,9,70
INV00006029,R001,M0132,2026-08-11,141,137,85
INV00006030,R001,M0105,2026-08-11,150,106,18
INV00006031,R001,M0137,2026-08-11,107,22,87
INV00006032,R001,M0079,2026-08-11,154,129,3
INV00006033,R001,M0061,2026-08-11,122,70,99
INV00006034,R001,M0116,2026-08-11,74,25,54
INV00006035,R001,M0003,2026-08-11,118,65,23
INV00006036,R001,M0124,2026-08-11,191,171,68
INV00006037,R001,M0046,2026-08-11,137,33,31
INV00006038,R001,M0043,2026-08-11,105,54,57
INV00006039,R001,M0070,2026-08-11,162,18,13
INV00006040,R001,M0091,2026-08-11,85,44,80
INV00006041,R001,M0027,2026-08-11,26,15,13
INV00006042,R001,M0139,2026-08-11,143,25,75
INV00006043,R001,M0083,2026-08-11,186,144,13
INV00006044,R001,M0097,2026-08-11,151,76,93
INV00006045,R001,M0147,2026-08-11,137,125,16
INV00006046,R001,M0037,2026-08-11,190,109,32
INV00006047,R001,M0082,2026-08-11,166,70,68
INV00006048,R001,M0023,2026-08-11,74,4,48
INV00006049,R001,M0144,2026-08-11,187,113,2
INV00006050,R001,M0068,2026-08-11,97,93,55
INV00006051,R001,M0115,2026-08-11,50,49,36
INV00006052,R001,M0012,2026-08-11,101,36,24
INV00006053,R001,M0066,2026-08-11,141,24,60
INV00006054,R001,M0086,2026-08-11,82,44,58
INV00006055,R001,M0007,2026-08-11,29,5,43
INV00006056,R001,M0028,2026-08-11,54,17,24
INV00006057,R001,M0077,2026-08-11,182,179,23
INV00006058,R001,M0140,2026-08-11,56,24,18
INV00006059,R001,M0127,2026-08-11,182,173,95
INV00006060,R001,M0042,2026-08-11,128,52,53
INV00006061,R001,M0005,2026-08-11,198,115,83
INV00006062,R001,M0136,2026-08-11,76,55,6
INV00006063,R001,M0033,2026-08-11,147,48,25
INV00006064,R001,M0128,2026-08-11,182,155,52
INV00006065,R001,M0133,2026-08-11,48,11,85
INV00006066,R001,M0069,2026-08-11,166,93,28
INV00006067,R001,M0011,2026-08-11,86,76,8
INV00006068,R001,M0096,2026-08-11,106,78,82
INV00006069,R001,M0110,2026-08-11,195,54,70
INV00006070,R001,M0001,2026-08-11,63,47,24
INV00006071,R001,M0120,2026-08-11,57,52,20
INV00006072,R001,M0112,2026-08-11,103,53,51
INV00006073,R001,M0065,2026-08-11,156,111,0
INV00006074,R001,M0045,2026-08-11,104,69,29
INV00006075,R001,M0087,2026-08-11,38,21,22
INV00006076,R001,M0029,2026-08-11,101,47,27
INV00006077,R001,M0041,2026-08-11,179,120,21
INV00006078,R001,M0113,2026-08-11,164,120,95
INV00006079,R001,M0026,2026-08-11,62,50,39
INV00006080,R001,M0024,2026-08-11,147,67,28
INV00006081,R001,M0106,2026-01-21,77,25,95
INV00006082,R001,M0109,2026-01-21,33,21,56
INV00006083,R001,M0142,2026-01-21,151,62,51
INV00006084,R001,M0056,2026-01-21,66,49,85
INV00006085,R001,M0095,2026-01-21,72,54,40
INV00006086,R001,M0030,2026-01-21,75,22,35
INV00006087,R001,M0102,2026-01-21,169,96,56
INV00006088,R001,M0052,2026-01-21,152,39,38
INV00006089,R001,M0101,2026-01-21,176,82,53
INV00006090,R001,M0143,2026-01-21,63,43,18
INV00006091,R001,M0020,2026-01-21,91,54,30
INV00006092,R001,M0085,2026-01-21,125,67,85
INV00006093,R001,M0016,2026-01-21,136,60,94
INV00006094,R001,M0067,2026-01-21,189,3,50
INV00006095,R001,M0025,2026-01-21,49,17,25
INV00006096,R001,M0031,2026-01-21,196,159,94
INV00006097,R001,M0129,2026-01-21,187,83,72
INV00006098,R001,M0148,2026-01-21,49,16,4
INV00006099,R001,M0099,2026-01-21,113,1,33
INV00006100,R001,M0017,2026-01-21,178,157,25
INV00006101,R001,M0076,2026-01-21,28,13,84
INV00006102,R001,M0019,2026-01-21,50,7,55
INV00006103,R001,M0013,2026-01-21,175,84,96
INV00006104,R001,M0010,2026-01-21,170,78,93
INV00006105,R001,M0032,2026-01-21,170,38,52
INV00006106,R001,M0152,2026-01-21,169,33,86
INV00006107,R001,M0098,2026-01-21,142,5,58
INV00006108,R001,M0057,2026-01-21,136,131,73
INV00006109,R001,M0132,2026-01-21,121,99,11
INV00006110,R001,M0105,2026-01-21,107,4,69
INV00006111,R001,M0137,2026-01-21,126,24,4
INV00006112,R001,M0079,2026-01-21,122,58,71
INV00006113,R001,M0061,2026-01-21,35,30,51
INV00006114,R001,M0116,2026-01-21,99,66,82
INV00006115,R001,M0003,2026-01-21,189,76,5
INV00006116,R001,M0124,2026-01-21,127,22,40
INV00006117,R001,M0046,2026-01-21,25,16,49
INV00006118,R001,M0043,2026-01-21,87,56,56
INV00006119,R001,M0070,2026-01-21,182,111,34
INV00006120,R001,M0091,2026-01-21,36,24,58
INV00006121,R001,M0027,2026-01-21,48,5,13
INV00006122,R001,M0139,2026-01-21,191,175,34
INV00006123,R001,M0083,2026-01-21,89,55,7
INV00006124,R001,M0097,2026-01-21,177,155,26
INV00006125,R001,M0147,2026-01-21,146,44,96
INV00006126,R001,M0037,2026-01-21,109,15,13
INV00006127,R001,M0082,2026-01-21,82,59,87
INV00006128,R001,M0023,2026-01-21,76,59,50
INV00006129,R001,M0144,2026-01-21,114,64,83
INV00006130,R001,M0068,2026-01-21,145,45,95
INV00006131,R001,M0115,2026-01-21,41,23,98
INV00006132,R001,M0012,2026-01-21,69,65,5
INV00006133,R001,M0066,2026-01-21,148,128,95
INV00006134,R001,M0086,2026-01-21,172,49,56
INV00006135,R001,M0007,2026-01-21,133,65,40
INV00006136,R001,M0028,2026-01-21,153,80,43
INV00006137,R001,M0077,2026-01-21,185,143,41
INV00006138,R001,M0140,2026-01-21,103,57,99
INV00006139,R001,M0127,2026-01-21,139,94,46
INV00006140,R001,M0042,2026-01-21,126,19,60
INV00006141,R001,M0005,2026-01-21,189,26,46
INV00006142,R001,M0136,2026-01-21,150,31,80
INV00006143,R001,M0033,2026-01-21,83,17,40
INV00006144,R001,M0128,2026-01-21,142,115,4
INV00006145,R001,M0133,2026-01-21,133,45,52
INV00006146,R001,M0069,2026-01-21,70,47,55
INV00006147,R001,M0011,2026-01-21,22,14,11
INV00006148,R001,M0096,2026-01-21,181,130,71
INV00006149,R001,M0110,2026-01-21,62,59,58
INV00006150,R001,M0001,2026-01-21,145,1,18
INV00006151,R001,M0120,2026-01-21,184,95,22
INV00006152,R001,M0112,2026-01-21,36,35,63
INV00006153,R001,M0065,2026-01-21,128,25,68
INV00006154,R001,M0045,2026-01-21,47,41,24
INV00006155,R001,M0087,2026-01-21,190,106,13
INV00006156,R001,M0029,2026-01-21,78,14,79
INV00006157,R001,M0041,2026-01-21,105,104,18
INV00006158,R001,M0113,2026-01-21,141,118,55
INV00006159,R001,M0026,2026-01-21,199,77,60
INV00006160,R001,M0024,2026-01-21,177,65,81
INV00006161,R001,M0106,2026-01-26,122,72,85
INV00006162,R001,M0109,2026-01-26,31,10,7
INV00006163,R001,M0142,2026-01-26,115,100,22
INV00006164,R001,M0056,2026-01-26,41,25,70
INV00006165,R001,M0095,2026-01-26,67,35,95
INV00006166,R001,M0030,2026-01-26,38,11,40
INV00006167,R001,M0102,2026-01-26,121,89,63
INV00006168,R001,M0052,2026-01-26,127,113,94
INV00006169,R001,M0101,2026-01-26,188,130,45
INV00006170,R001,M0143,2026-01-26,112,63,31
INV00006171,R001,M0020,2026-01-26,95,83,4
INV00006172,R001,M0085,2026-01-26,49,48,36
INV00006173,R001,M0016,2026-01-26,134,10,6
INV00006174,R001,M0067,2026-01-26,132,2,24
INV00006175,R001,M0025,2026-01-26,184,90,42
INV00006176,R001,M0031,2026-01-26,191,135,83
INV00006177,R001,M0129,2026-01-26,131,100,98
INV00006178,R001,M0148,2026-01-26,92,86,30
INV00006179,R001,M0099,2026-01-26,191,59,93
INV00006180,R001,M0017,2026-01-26,44,29,4
INV00006181,R001,M0076,2026-01-26,173,132,80
INV00006182,R001,M0019,2026-01-26,33,23,85
INV00006183,R001,M0013,2026-01-26,84,63,92
INV00006184,R001,M0010,2026-01-26,98,30,22
INV00006185,R001,M0032,2026-01-26,177,24,2
INV00006186,R001,M0152,2026-01-26,109,13,24
INV00006187,R001,M0098,2026-01-26,61,38,80
INV00006188,R001,M0057,2026-01-26,43,13,52
INV00006189,R001,M0132,2026-01-26,142,90,16
INV00006190,R001,M0105,2026-01-26,192,189,10
INV00006191,R001,M0137,2026-01-26,33,11,6
INV00006192,R001,M0079,2026-01-26,127,100,32
INV00006193,R001,M0061,2026-01-26,192,47,52
INV00006194,R001,M0116,2026-01-26,68,17,36
INV00006195,R001,M0003,2026-01-26,23,2,56
INV00006196,R001,M0124,2026-01-26,100,52,15
INV00006197,R001,M0046,2026-01-26,102,18,5
INV00006198,R001,M0043,2026-01-26,161,12,92
INV00006199,R001,M0070,2026-01-26,75,62,62
INV00006200,R001,M0091,2026-01-26,30,28,72
INV00006201,R001,M0027,2026-01-26,86,73,28
INV00006202,R001,M0139,2026-01-26,23,7,15
INV00006203,R001,M0083,2026-01-26,82,24,34
INV00006204,R001,M0097,2026-01-26,97,51,5
INV00006205,R001,M0147,2026-01-26,32,20,72
INV00006206,R001,M0037,2026-01-26,22,20,68
INV00006207,R001,M0082,2026-01-26,24,2,46
INV00006208,R001,M0023,2026-01-26,195,73,44
INV00006209,R001,M0144,2026-01-26,184,131,34
INV00006210,R001,M0068,2026-01-26,101,78,1
INV00006211,R001,M0115,2026-01-26,66,60,99
INV00006212,R001,M0012,2026-01-26,106,5,72
INV00006213,R001,M0066,2026-01-26,128,88,40
INV00006214,R001,M0086,2026-01-26,119,117,16
INV00006215,R001,M0007,2026-01-26,157,106,99
INV00006216,R001,M0028,2026-01-26,124,44,11
INV00006217,R001,M0077,2026-01-26,68,1,85
INV00006218,R001,M0140,2026-01-26,164,6,19
