wastage_id,restaurant_id,item_id,date,wasted_qty,wastage_cost,reason
WST0000802,R015,M0098,2025-10-26,5.6,61.04,Quality Rejection
WST0000803,R005,M0095,2026-03-24,705.0,60.35,Expired Ingredients
WST0000804,R020,M0039,2026-01-31,2.2,18.57,Customer Return
WST0000805,R017,M0157,2026-08-26,3.3,11.32,Expired Ingredients
WST0000806,R003,M0082,2025-09-02,14.8,99.01,Expired Ingredients
WST0000807,R010,M0094,2026-06-06,11.0,81.29,Overproduction
WST0000808,R019,M0060,2025-09-02,9.1,117.57,Quality Rejection
WST0000809,R019,M0016,2026-05-31,4.2,12.26,Spoilage
WST0000810,R013,M0105,2025-11-25,3.0,19.29,Expired Ingredients
WST0000811,R008,M0127,2026-05-22,10.2,130.46,Customer Return
WST0000812,R011,M0070,2025-09-23,3.5,42.63,Overproduction
WST0000813,R013,M0109,2026-07-17,0.5,6.61,Quality Rejection
WST0000814,R010,M0082,2026-07-06,10.7,71.58,Quality Rejection
WST0000815,R018,M0095,2026-08-27,12.0,51.36,Preparation Waste
WST0000816,R002,M0077,2026-05-05,3.6,25.42,Quality Rejection
WST0000817,R003,M0060,2026-07-08,13.6,175.71,Spoilage
WST0000818,R006,M0016,2026-03-05,12.4,36.21,Customer Return
WST0000819,R008,M0132,2025-09-22,3.7,11.25,Spoilage
WST0000820,R018,M0053,2026-02-02,8.5,52.53,Spoilage
WST0000821,R009,M0158,2026-07-03,4.8,42.1,Expired Ingredients
WST0000822,R009,M0102,2026-08-16,10.9,95.38,Customer Return
WST0000823,R020,M0098,2026-02-09,6.2,67.58,Spoilage
WST0000824,R012,M0145,2025-09-20,3.5,43.78,Spoilage
WST0000825,R006,M0138,2026-07-01,3.6,27.47,Expired Ingredients
WST0000826,R006,M0148,2025-10-03,14.6,84.68,Preparation Waste
WST0000827,R019,M0137,2025-08-23,9.1,51.23,Expired Ingredients
WST0000828,R017,M0106,2026-04-21,3.2,13.5,Spoilage
WST0000829,R010,M0157,2025-12-04,10.2,34.99,Expired Ingredients
WST0000830,R016,M0068,2025-12-18,1.5,16.27,Overproduction
WST0000831,R013,M0076,2026-07-06,3.8,35.26,Quality Rejection
WST0000832,R010,M0110,2026-09-23,3.2,30.34,Quality Rejection
WST0000833,R019,M0014,2025-12-30,1.8,9.09,Quality Rejection
WST0000834,R002,M0022,2026-05-03,4.2,37.3,Overproduction
WST0000835,R015,M0017,2025-08-04,3.5,14.6,Overproduction
WST0000836,R008,M0128,2025-08-18,2.2,12.03,Preparation Waste
WST0000837,R018,M0104,2026-09-02,8.2,49.86,Preparation Waste
WST0000838,R015,M0159,2026-01-04,2.2,14.98,Quality Rejection
WST0000839,R015,M0095,2025-11-27,9.2,39.38,Preparation Waste
WST0000840,R019,M0119,2025-09-11,2.7,11.58,Overproduction
WST0000841,R008,M0098,2026-01-10,3.2,34.88,Customer Return
WST0000842,R003,M0104,2026-06-04,7.8,47.42,Spoilage
WST0000843,R020,M0056,2025-12-27,4.9,43.22,Overproduction
WST0000844,R015,M0075,2026-05-10,2.7,30.19,Preparation Waste
WST0000845,R007,M0148,2025-12-05,9.4,54.52,Preparation Waste
WST0000846,R008,M0062,2025-09-05,9.1,113.66,Expired Ingredients
WST0000847,R006,M0104,2025-08-08,3.8,23.1,Spoilage
WST0000848,R010,M0104,2025-08-14,7.7,46.82,Customer Return
WST0000849,R007,M0137,2025-11-05,10.7,60.24,Quality Rejection
WST0000850,R018,M0026,2025-12-21,4.3,22.49,Overproduction
WST0000851,R018,M0121,2025-10-15,13.2,68.11,Quality Rejection
WST0000852,R009,M0017,2026-03-08,3.4,14.18,Overproduction
WST0000853,R005,M0116,2026-04-27,4.3,31.26,Expired Ingredients
WST0000854,R003,M0142,2026-08-07,13.0,158.73,Quality Rejection
WST0000855,R013,M0132,2026-03-13,6.6,20.06,Preparation Waste
WST0000856,R018,M0079,2026-06-25,4.4,14.83,Preparation Waste
WST0000857,R006,M0009,2026-08-31,11.7,99.57,Spoilage
WST0000858,R019,M0153,2026-09-12,2.2,30.67,Quality Rejection
WST0000859,R011,M0053,2025-07-31,14.4,88.99,Expired Ingredients
WST0000860,R001,M0134,2025-08-31,6.3,83.6,Customer Return
WST0000861,R009,M0009,2025-08-18,9.4,79.99,Preparation Waste
WST0000862,R009,M0134,2025-10-16,7.3,96.87,Preparation Waste
WST0000863,R002,M0009,2026-07-18,14.7,125.1,Customer Return
WST0000864,R009,M0016,2025-09-29,3.8,11.1,Customer Return
WST0000865,R011,M0132,2025-08-04,14.9,45.3,Spoilage
WST0000866,R020,M0146,2025-08-02,2.2,14.37,Preparation Waste
WST0000867,R010,M0012,2026-05-25,4.4,20.46,Preparation Waste
WST0000868,R020,M0081,2025-10-22,4.7,20.87,Spoilage
WST0000869,R015,M0098,2026-08-11,11.6,126.44,Customer Return
WST0000870,R013,M0123,2025-11-22,4.4,44.79,Overproduction
WST0000871,R020,M0106,2026-02-21,3.1,13.08,Spoilage
WST0000872,R004,M0016,2026-06-20,9.0,26.28,Customer Return
WST0000873,R008,M0010,2026-07-26,4.4,36.74,Spoilage
WST0000874,R018,M0137,2025-12-28,8.7,48.98,Overproduction
WST0000875,R002,M0106,2026-06-02,3.2,13.5,Expired Ingredients
WST0000876,R003,M0009,2025-10-24,5.4,45.95,Quality Rejection
WST0000877,R010,M0060,2026-06-15,14.6,188.63,Quality Rejection
WST0000878,R014,M0097,2026-09-05,1.6,12.67,Spoilage
WST0000879,R007,M0104,2026-09-24,5.4,32.83,Customer Return
WST0000880,R009,M0062,2026-07-14,10.7,133.64,Quality Rejection
WST0000881,R002,M0103,2026-05-17,1.7,6.97,Customer Return
WST0000882,R004,M0094,2026-03-03,14.8,109.37,Quality Rejection
WST0000883,R007,M0156,2026-09-04,3.8,33.55,Customer Return
WST0000884,R006,M0058,2026-07-18,4.2,14.45,Quality Rejection
WST0000885,R017,M0012,2025-10-02,4.6,21.39,Spoilage
WST0000886,R019,M0139,2026-09-19,1.1,11.51,Expired Ingredients
WST0000887,R012,M0081,2025-09-12,10.9,48.4,Spoilage
WST0000888,R007,M0126,2025-10-16,2.0,15.04,Spoilage
WST0000889,R012,M0142,2026-01-13,12.8,156.29,Preparation Waste
WST0000890,R019,M0158,2026-01-03,4.6,40.34,Quality Rejection
WST0000891,R012,M0159,2026-09-24,4.0,27.24,Overproduction
WST0000892,R016,M0078,2026-04-02,0.6,3.28,Customer Return
WST0000893,R018,M0128,2026-06-23,1.9,10.39,Spoilage
WST0000894,R001,M0067,2026-03-03,3.0,18.18,Spoilage
WST0000895,R010,M0029,2026-04-09,2.2,12.61,Overproduction
WST0000896,R006,M0113,2026-05-10,2.1,18.23,Overproduction
WST0000897,R012,M0119,2026-04-30,0.9,3.86,Preparation Waste
WST0000898,R016,M0019,2026-08-28,1.4,8.67,Quality Rejection
WST0000899,R005,M0048,2026-02-03,4.8,15.84,Expired Ingredients
WST0000900,R007,M0009,2025-09-13,14.8,125.95,Expired Ingredients
WST0000901,R003,M0100,2026-03-21,2.9,24.71,Overproduction
WST0000902,R001,M0081,2026-07-11,4.4,19.54,Spoilage
WST0000903,R010,M0048,2026-04-05,14.4,47.52,Spoilage
WST0000904,R005,M0068,2026-03-22,2.6,28.21,Spoilage
WST0000905,R019,M0022,2025-09-21,3.0,26.64,Expired Ingredients
WST0000906,R012,M0125,2026-07-24,3.3,18.08,Expired Ingredients
WST0000907,R020,M0048,2026-08-25,10.1,33.33,Spoilage
WST0000908,R007,M0159,2025-11-15,1.5,10.22,Quality Rejection
WST0000909,R006,M0099,2026-03-17,2.6,10.69,Quality Rejection
WST0000910,R015,M0098,2025-08-14,14.7,160.23,Spoilage
WST0000911,R020,M0022,2026-07-04,14.4,127.87,Spoilage
WST0000912,R011,M0111,2026-05-20,4.6,63.62,Preparation Waste
WST0000913,R019,M0053,2026-01-24,10.7,66.13,Overproduction
WST0000914,R004,M0097,2026-08-19,3.3,26.14,Spoilage
WST0000915,R020,M0094,2025-11-29,14.5,107.16,Expired Ingredients
WST0000916,R003,M0132,2025-12-31,11.7,35.57,Preparation Waste
WST0000917,R001,M0142,2026-02-14,14.2,173.38,Quality Rejection
WST0000918,R019,M0130,2026-05-27,10.0,120.4,Quality Rejection
WST0000919,R008,M0083,2025-12-18,1.9,23.84,Quality Rejection
WST0000920,R013,M0009,2026-08-09,7.7,65.53,Quality Rejection
WST0000921,R017,M0082,2026-05-13,6.7,44.82,Quality Rejection
WST0000922,R016,M0159,2025-10-10,4.1,27.92,Expired Ingredients
WST0000923,R019,M0100,2026-09-12,4.0,34.08,Preparation Waste
WST0000924,R004,M0157,2026-05-23,9.8,33.61,Overproduction
WST0000925,R002,M0128,2025-11-04,2.7,14.77,Quality Rejection
WST0000926,R001,M0155,2025-11-28,3.0,16.65,Spoilage
WST0000927,R019,M0146,2026-04-01,1.3,8.49,Customer Return
WST0000928,R013,M0082,2025-09-27,9.6,64.22,Overproduction
WST0000929,R014,M0154,2025-11-25,0.8,4.06,Quality Rejection
WST0000930,R019,M0134,2026-05-29,4.4,58.39,Quality Rejection
WST0000931,R009,M0081,2026-09-22,11.3,50.17,Quality Rejection
WST0000932,R004,M0022,2025-08-17,9.0,79.92,Spoilage
WST0000933,R019,M0095,2025-11-23,10.8,46.22,Customer Return
WST0000934,R020,M0148,2026-03-01,5.2,30.16,Quality Rejection
WST0000935,R006,M0060,2026-02-04,14.1,182.17,Preparation Waste
WST0000936,R010,M0130,2026-06-12,6.0,72.24,Customer Return
WST0000937,R003,M0004,2026-03-17,2.0,11.24,Expired Ingredients
WST0000938,R018,M0082,2025-12-26,14.7,98.34,Customer Return
WST0000939,R007,M0127,2026-05-06,8.0,102.32,Quality Rejection
WST0000940,R018,M0043,2025-12-01,2.1,6.36,Overproduction
WST0000941,R008,M0079,2025-08-15,0.8,2.7,Preparation Waste
WST0000942,R010,M0102,2025-08-17,9.5,83.12,Expired Ingredients
WST0000943,R008,M0096,2026-04-05,2.7,37.48,Preparation Waste
WST0000944,R013,M0090,2025-11-16,2.9,15.17,Expired Ingredients
WST0000945,R017,M0040,2026-03-07,3.3,44.78,Quality Rejection
WST0000946,R014,M0052,2026-05-13,4.9,36.41,Quality Rejection
WST0000947,R001,M0094,2026-05-24,9.4,69.47,Expired Ingredients
WST0000948,R018,M0138,2026-02-08,3.6,27.47,Expired Ingredients
WST0000949,R016,M0016,2026-03-26,7.5,21.9,Spoilage
WST0000950,R015,M0152,2025-09-04,5.6,25.98,Customer Return
WST0000951,R010,M0094,2025-10-01,11.6,85.72,Customer Return
WST0000952,R014,M0031,2026-01-04,1.6,9.42,Preparation Waste
WST0000953,R013,M0053,2026-05-24,7.6,46.97,Spoilage
WST0000954,R010,M0066,2025-11-12,1.4,9.18,Quality Rejection
WST0000955,R017,M0154,2026-02-08,2.2,11.18,Overproduction
WST0000956,R005,M0065,2025-12-13,3.7,49.69,Overproduction
WST0000957,R014,M0104,2025-10-25,9.6,58.37,Customer Return
WST0000958,R011,M0157,2025-12-05,9.9,33.96,Expired Ingredients
WST0000959,R017,M0042,2026-04-25,4.8,45.74,Overproduction
WST0000960,R004,M0142,2026-04-14,14.2,173.38,Customer Return
WST0000961,R012,M0134,2026-09-11,8.7,115.45,Expired Ingredients
WST0000962,R002,M0022,2025-09-23,14.4,127.87,Preparation Waste
WST0000963,R020,M0076,2026-02-06,4.2,38.98,Quality Rejection
WST0000964,R014,M0121,2026-08-03,12.4,63.98,Expired Ingredients
WST0000965,R005,M0127,2026-02-25,12.9,164.99,Expired Ingredients
WST0000966,R003,M0008,2026-02-03,2.1,16.65,Preparation Waste
WST0000967,R018,M0102,2026-01-01,4.4,38.5,Expired Ingredients
WST0000968,R001,M0048,2026-01-17,12.8,42.24,Expired Ingredients
WST0000969,R008,M0102,2026-09-21,3.8,33.25,Spoilage
WST0000970,R016,M0121,2026-08-14,14.1,72.76,Spoilage
WST0000971,R002,M0022,2026-09-18,3.8,33.74,Customer Return
WST0000972,R016,M0011,2025-08-12,1.8,10.49,Expired Ingredients
WST0000973,R020,M0001,2025-08-26,3.7,14.43,Expired Ingredients
WST0000974,R007,M0137,2025-10-07,10.7,60.24,Spoilage
WST0000975,R011,M0145,2026-01-13,0.7,8.76,Expired Ingredients
WST0000976,R010,M0141,2026-06-21,4.7,49.44,Customer Return
WST0000977,R006,M0095,2025-11-21,6.6,28.25,Spoilage
WST0000978,R001,M0132,2026-01-03,6.5,19.76,Overproduction
WST0000979,R014,M0151,2026-09-02,0.9,12.01,Expired Ingredients
WST0000980,R015,M0071,2026-03-05,0.9,10.66,Customer Return
WST0000981,R009,M0011,2026-08-02,3.9,22.74,Customer Return
WST0000982,R020,M0041,2026-06-07,3.0,26.46,Quality Rejection
WST0000983,R017,M0148,2026-06-25,5.0,29.0,Quality Rejection
WST0000984,R004,M0108,2026-08-10,2.8,37.49,Quality Rejection
WST0000985,R005,M0157,2026-04-15,5.4,18.52,Overproduction
WST0000986,R015,M0152,2026-02-22,3.3,15.31,Customer Return
WST0000987,R016,M0143,2026-08-11,4.3,14.53,Spoilage
WST0000988,R007,M0104,2025-08-15,11.0,66.88,Preparation Waste
WST0000989,R020,M0130,2025-09-28,12.6,151.7,Preparation Waste
WST0000990,R010,M0127,2026-04-10,9.0,115.11,Preparation Waste
WST0000991,R017,M0036,2025-09-27,1.5,4.36,Customer Return
WST0000992,R017,M0052,2026-07-16,10.8,80.24,Expired Ingredients
WST0000993,R002,M0095,2025-08-01,14.5,62.06,Preparation Waste
WST0000994,R005,M0095,2026-03-04,11.4,48.79,Spoilage
WST0000995,R001,M0155,2026-08-19,1.8,9.99,Spoilage
WST0000996,R016,M0074,2026-05-06,2.9,35.67,Quality Rejection
WST0000997,R010,M0081,2026-06-08,7.3,32.41,Preparation Waste
WST0000998,R020,M0102,2025-11-07,11.5,100.62,Expired Ingredients
WST0000999,R019,M0052,2025-10-05,9.0,66.87,Quality Rejection
WST0001000,R007,M0053,2025-12-20,6.0,37.08,Overproduction
WST0001001,R007,M0008,2026-03-25,0.7,5.55,Customer Return
WST0001002,R005,M0139,2025-12-23,3.9,40.79,Quality Rejection
WST0001003,R011,M0121,2026-07-13,9.8,50.57,Quality Rejection
WST0001004,R020,M0130,2025-11-16,13.1,157.72,Preparation Waste
WST0001005,R017,M0036,2026-04-14,2.3,6.69,Overproduction
WST0001006,R017,M0077,2026-07-25,4.5,31.77,Overproduction
WST0001007,R009,M0152,2025-12-26,12.7,58.93,Overproduction
WST0001008,R020,M0016,2026-09-19,4.6,13.43,Customer Return
WST0001009,R001,M0053,2025-12-24,5.8,35.84,Spoilage
WST0001010,R019,M0130,2025-08-02,4.3,51.77,Preparation Waste
WST0001011,R010,M0127,2026-06-18,6.0,76.74,Preparation Waste
WST0001012,R013,M0142,2025-12-23,13.2,161.17,Quality Rejection
WST0001013,R020,M0059,2026-03-19,12.3,170.23,Expired Ingredients
WST0001014,R015,M0112,2025-08-06,2.4,17.02,Overproduction
WST0001015,R002,M0115,2026-09-02,3.4,31.21,Quality Rejection
WST0001016,R005,M0082,2026-07-23,14.6,97.67,Overproduction
WST0001017,R016,M0045,2026-03-06,4.2,28.6,Quality Rejection
WST0001018,R007,M0094,2025-09-11,5.8,42.86,Overproduction
WST0001019,R006,M0062,2025-09-13,4.6,57.45,Customer Return
WST0001020,R005,M0127,2026-06-29,12.0,153.48,Overproduction
WST0001021,R013,M0142,2025-10-30,13.5,164.84,Overproduction
WST0001022,R014,M0155,2026-03-19,3.6,19.98,Preparation Waste
WST0001023,R007,M0052,2025-09-03,5.7,42.35,Spoilage
WST0001024,R004,M0128,2026-08-19,3.9,21.33,Expired Ingredients
WST0001025,R018,M0065,2026-06-04,4.4,59.09,Spoilage
WST0001026,R006,M0157,2025-10-26,11.8,40.47,Spoilage
WST0001027,R001,M0059,2026-05-27,13.2,182.69,Customer Return
WST0001028,R008,M0135,2026-08-01,0.8,6.57,Quality Rejection
WST0001029,R003,M0137,2026-06-25,8.3,46.73,Quality Rejection
WST0001030,R012,M0048,2025-10-21,9.0,29.7,Quality Rejection
WST0001031,R006,M0098,2026-06-29,8.9,97.01,Preparation Waste
WST0001032,R011,M0001,2026-03-18,3.4,13.26,Quality Rejection
WST0001033,R019,M0125,2026-03-07,3.7,20.28,Quality Rejection
WST0001034,R005,M0102,2026-07-23,10.7,93.62,Quality Rejection
WST0001035,R014,M0081,2026-06-28,10.5,46.62,Customer Return
WST0001036,R016,M0001,2026-03-20,3.3,12.87,Overproduction
WST0001037,R007,M0104,2025-09-21,14.9,90.59,Spoilage
WST0001038,R020,M0134,2026-02-05,11.6,153.93,Quality Rejection
WST0001039,R006,M0043,2026-08-03,4.5,13.64,Quality Rejection
WST0001040,R003,M0060,2025-09-14,13.0,167.96,Quality Rejection
WST0001041,R012,M0132,2026-05-25,12.0,36.48,Overproduction
WST0001042,R013,M0048,2025-09-14,5.5,18.15,Preparation Waste
WST0001043,R017,M0098,2026-08-11,4.1,44.69,Quality Rejection
WST0001044,R017,M0001,2026-01-24,2.6,10.14,Spoilage
WST0001045,R013,M0059,2025-09-07,11.7,161.93,Expired Ingredients
WST0001046,R017,M0046,2026-02-09,4.6,45.49,Spoilage
WST0001047,R004,M0107,2026-09-02,4.8,25.92,Overproduction
WST0001048,R004,M0121,2026-06-01,11.0,56.76,Preparation Waste
WST0001049,R019,M0083,2026-02-18,1.9,23.84,Overproduction
WST0001050,R002,M0104,2026-01-03,10.6,64.45,Preparation Waste
WST0001051,R005,M0082,2026-01-22,8.3,55.53,Spoilage
WST0001052,R001,M0102,2026-01-07,11.8,103.25,Preparation Waste
WST0001053,R015,M0078,2025-11-26,3.4,18.6,Preparation Waste
WST0001054,R019,M0082,2025-12-19,4.1,27.43,Customer Return
WST0001055,R008,M0134,2026-01-10,6.3,83.6,Customer Return
WST0001056,R007,M0110,2026-08-14,3.8,36.02,Quality Rejection
WST0001057,R007,M0019,2025-09-09,2.9,17.95,Overproduction
WST0001058,R002,M0157,2026-05-19,3.4,11.66,Spoilage
WST0001059,R009,M0138,2026-07-19,1.1,8.39,Preparation Waste
WST0001060,R012,M0112,2026-08-17,1.9,13.47,Preparation Waste
WST0001061,R011,M0087,2026-03-04,1.3,6.41,Expired Ingredients
WST0001062,R018,M0111,2025-11-18,4.4,60.85,Overproduction
WST0001063,R004,M0053,2026-01-21,13.7,84.67,Customer Return
WST0001064,R017,M0052,2025-10-16,9.1,67.61,Quality Rejection
WST0001065,R006,M0006,2026-06-30,1.5,16.32,Customer Return
WST0001066,R018,M0052,2026-03-03,12.7,94.36,Overproduction
WST0001067,R018,M0130,2026-04-02,9.1,109.56,Spoilage
WST0001068,R010,M0086,2026-08-31,3.7,28.31,Customer Return
WST0001069,R014,M0082,2026-03-21,4.3,28.77,Expired Ingredients
WST0001070,R010,M0142,2026-06-21,12.1,147.74,Spoilage
WST0001071,R004,M0137,2026-09-24,5.0,28.15,Spoilage
WST0001072,R006,M0059,2026-08-23,8.4,116.26,Quality Rejection
WST0001073,R018,M0016,2025-09-20,5.2,15.18,Customer Return
WST0001074,R012,M0132,2026-03-20,6.7,20.37,Expired Ingredients
WST0001075,R001,M0022,2025-09-12,12.1,107.45,Preparation Waste
WST0001076,R003,M0132,2026-03-16,14.0,42.56,Preparation Waste
WST0001077,R011,M0058,2025-08-19,1.6,5.5,Quality Rejection
WST0001078,R018,M0121,2026-03-04,3.4,17.54,Overproduction
WST0001079,R018,M0148,2026-06-25,10.6,61.48,Expired Ingredients
WST0001080,R019,M0105,2025-12-02,4.2,27.01,Preparation Waste
WST0001081,R008,M0142,2026-07-03,9.6,117.22,Customer Return
WST0001082,R008,M0127,2026-05-23,6.8,86.97,Spoilage
WST0001083,R011,M0107,2026-09-23,2.9,15.66,Expired Ingredients
WST0001084,R005,M0141,2026-06-12,3.7,38.92,Overproduction
WST0001085,R005,M0135,2025-10-20,2.3,18.88,Quality Rejection
WST0001086,R015,M0121,2026-02-20,3.1,16.0,Quality Rejection
WST0001087,R012,M0053,2026-06-21,9.5,58.71,Overproduction
WST0001088,R010,M0142,2026-09-09,3.2,39.07,Overproduction
WST0001089,R007,M0048,2026-07-08,13.3,43.89,Quality Rejection
WST0001090,R015,M0009,2026-09-01,10.9,92.76,Spoilage
WST0001091,R015,M0072,2025-12-07,3.2,17.09,Customer Return
WST0001092,R002,M0102,2025-11-28,7.8,68.25,Spoilage
WST0001093,R001,M0127,2025-08-03,12.8,163.71,Spoilage
WST0001094,R003,M0137,2025-08-02,7.5,42.22,Overproduction
WST0001095,R015,M0053,2026-08-09,11.3,69.83,Spoilage
WST0001096,R016,M0052,2026-04-09,14.3,106.25,Quality Rejection
WST0001097,R012,M0129,2025-08-07,4.6,12.47,Expired Ingredients
WST0001098,R019,M0152,2025-10-01,11.6,53.82,Expired Ingredients
WST0001099,R004,M0098,2026-02-28,14.0,152.6,Overproduction
WST0001100,R006,M0134,2025-09-30,8.2,108.81,Spoilage
WST0001101,R005,M0019,2025-08-13,2.2,13.62,Overproduction
WST0001102,R013,M0156,2025-12-14,3.3,29.14,Quality Rejection
WST0001103,R010,M0082,2026-03-21,9.3,62.22,Expired Ingredients
WST0001104,R003,M0056,2026-06-04,3.1,27.34,Preparation Waste
WST0001105,R004,M0067,2026-04-22,1.8,10.91,Overproduction
WST0001106,R009,M0052,2025-12-06,3.3,24.52,Preparation Waste
WST0001107,R007,M0157,2025-12-24,4.7,16.12,Preparation Waste
WST0001108,R011,M0095,2026-05-25,5.6,23.97,Spoilage
WST0001109,R001,M0080,2026-05-07,1.5,9.72,Customer Return
WST0001110,R002,M0022,2026-01-16,4.9,43.51,Customer Return
WST0001111,R015,M0007,2025-09-27,4.4,27.76,Customer Return
WST0001112,R009,M0053,2026-05-20,8.4,51.91,Expired Ingredients
WST0001113,R020,M0030,2026-03-21,2.1,14.2,Spoilage
WST0001114,R016,M0003,2025-12-18,2.8,26.26,Quality Rejection
WST0001115,R018,M0048,2026-08-27,14.8,48.84,Preparation Waste
WST0001116,R003,M0055,2026-04-15,3.6,36.83,Expired Ingredients
WST0001117,R017,M0096,2025-08-03,1.8,24.98,Preparation Waste
WST0001118,R018,M0055,2025-09-06,0.7,7.16,Preparation Waste
WST0001119,R007,M0123,2026-07-31,0.7,7.13,Overproduction
WST0001120,R019,M0030,2026-04-03,3.1,20.96,Expired Ingredients
WST0001121,R007,M0142,2026-01-23,9.3,113.55,Overproduction
WST0001122,R020,M0150,2025-10-01,1.6,20.18,Expired Ingredients
WST0001123,R015,M0146,2026-03-14,3.2,20.9,Preparation Waste
WST0001124,R012,M0048,2026-03-07,7.8,25.74,Spoilage
WST0001125,R015,M0081,2025-08-30,7.9,35.08,Quality Rejection
WST0001126,R004,M0024,2026-09-17,1.5,5.2,Customer Return
WST0001127,R006,M0053,2026-01-11,7.2,44.5,Expired Ingredients
WST0001128,R011,M0059,2025-12-08,6.4,88.58,Expired Ingredients
WST0001129,R001,M0102,2026-06-09,8.2,71.75,Overproduction
WST0001130,R008,M0039,2026-04-30,4.8,40.51,Spoilage
WST0001131,R001,M0008,2026-04-13,0.5,3.96,Quality Rejection
WST0001132,R005,M0056,2026-04-10,3.0,26.46,Quality Rejection
WST0001133,R016,M0130,2026-01-25,12.6,151.7,Quality Rejection
WST0001134,R011,M0128,2025-09-23,2.5,13.68,Quality Rejection
WST0001135,R012,M0127,2026-06-02,7.2,92.09,Customer Return
WST0001136,R007,M0058,2026-04-11,4.1,14.1,Preparation Waste
WST0001137,R010,M0005,2025-09-23,1.9,6.38,Spoilage
WST0001138,R015,M0048,2026-08-20,4.1,13.53,Expired Ingredients
WST0001139,R008,M0047,2026-04-11,1.7,13.21,Preparation Waste
WST0001140,R017,M0137,2025-11-30,12.4,69.81,Customer Return
WST0001141,R003,M0062,2026-08-01,3.0,37.47,Overproduction
WST0001142,R001,M0142,2026-03-31,3.8,46.4,Quality Rejection
WST0001143,R014,M0148,2026-06-18,11.0,63.8,Spoilage
WST0001144,R016,M0109,2025-10-10,1.7,22.47,Customer Return
WST0001145,R018,M0049,2025-11-05,1.5,18.33,Expired Ingredients
WST0001146,R009,M0153,2026-09-21,0.8,11.15,Expired Ingredients
WST0001147,R006,M0059,2026-01-13,9.0,124.56,Expired Ingredients
WST0001148,R015,M0104,2026-05-11,7.2,43.78,Quality Rejection
WST0001149,R020,M0017,2025-09-29,1.2,5.0,Preparation Waste
WST0001150,R008,M0098,2026-09-22,7.9,86.11,Expired Ingredients
WST0001151,R013,M0150,2025-12-29,4.4,55.48,Overproduction
WST0001152,R013,M0130,2026-07-31,11.5,138.46,Overproduction
WST0001153,R016,M0101,2026-04-20,3.9,30.5,Spoilage
WST0001154,R001,M0055,2026-05-19,4.6,47.06,Overproduction
WST0001155,R012,M0127,2026-08-21,14.5,185.46,Expired Ingredients
WST0001156,R008,M0132,2025-09-26,4.9,14.9,Quality Rejection
WST0001157,R010,M0120,2026-02-20,1.7,12.24,Expired Ingredients
WST0001158,R010,M0024,2025-12-23,3.0,10.41,Preparation Waste
WST0001159,R005,M0094,2025-08-08,8.7,64.29,Expired Ingredients
WST0001160,R014,M0067,2025-10-30,4.7,28.48,Expired Ingredients
WST0001161,R019,M0035,2025-10-15,4.0,42.28,Overproduction
WST0001162,R013,M0121,2026-06-25,15.0,77.4,Customer Return
WST0001163,R009,M0032,2026-08-25,2.3,24.15,Quality Rejection
WST0001164,R019,M0053,2026-04-07,9.5,58.71,Overproduction
WST0001165,R005,M0137,2026-01-15,4.3,24.21,Overproduction
WST0001166,R001,M0048,2026-01-31,3.8,12.54,Customer Return
WST0001167,R008,M0114,2026-01-11,0.6,4.62,Overproduction
WST0001168,R007,M0137,2026-05-04,6.3,35.47,Spoilage
WST0001169,R019,M0104,2025-11-19,5.4,32.83,Spoilage
WST0001170,R012,M0053,2025-08-11,3.8,23.48,Spoilage
WST0001171,R006,M0098,2026-04-16,6.7,73.03,Spoilage
WST0001172,R015,M0058,2026-06-07,2.4,8.26,Preparation Waste
WST0001173,R007,M0046,2025-12-14,4.5,44.5,Customer Return
WST0001174,R004,M0082,2025-08-09,11.0,73.59,Overproduction
WST0001175,R012,M0130,2025-08-30,7.0,84.28,Spoilage
WST0001176,R012,M0009,2026-02-18,10.4,88.5,Quality Rejection
WST0001177,R005,M0121,2026-07-28,11.2,57.79,Overproduction
WST0001178,R012,M0095,2025-10-03,12.3,52.64,Expired Ingredients
WST0001179,R011,M0121,2025-10-04,12.5,64.5,Spoilage
WST0001180,R019,M0059,2026-06-19,11.9,164.7,Expired Ingredients
WST0001181,R008,M0008,2026-07-10,4.1,32.51,Expired Ingredients
WST0001182,R002,M0104,2025-11-19,5.1,31.01,Preparation Waste
WST0001183,R005,M0082,2025-10-17,14.7,98.34,Overproduction
WST0001184,R001,M0132,2025-10-30,6.9,20.98,Spoilage
WST0001185,R010,M0151,2025-08-12,3.1,41.35,Overproduction
WST0001186,R008,M0119,2026-07-12,1.4,6.01,Overproduction
WST0001187,R014,M0022,2026-05-04,12.7,112.78,Expired Ingredients
WST0001188,R007,M0104,2025-09-07,6.6,40.13,Expired Ingredients
WST0001189,R009,M0138,2026-04-08,2.0,15.26,Customer Return
WST0001190,R018,M0048,2026-04-02,11.2,36.96,Customer Return
WST0001191,R003,M0157,2026-02-23,10.4,35.67,Quality Rejection
WST0001192,R020,M0102,2026-05-02,12.8,112.0,Overproduction
WST0001193,R005,M0012,2025-11-20,3.4,15.81,Overproduction
WST0001194,R011,M0121,2025-12-21,12.8,66.05,Preparation Waste
WST0001195,R019,M0148,2026-02-25,8.2,47.56,Preparation Waste
WST0001196,R005,M0053,2026-09-15,9.7,59.95,Expired Ingredients
WST0001197,R017,M0134,2025-11-04,12.2,161.89,Spoilage
