order_id,customer_id,restaurant_id,order_datetime,channel,promotion_id,status,total_amount
ORD0002208,CUST001907,R016,2026-09-17 11:37:04,Website/App,,Completed,35.74
ORD0002209,CUST002181,R013,2026-03-31 18:31:04,Takeaway,,Completed,228.33
ORD0002210,CUST000808,R006,2026-09-18 14:11:04,Third-Party Delivery,,Completed,12.51
ORD0002211,CUST002174,R006,2026-02-15 21:43:04,Takeaway,,Completed,22.33
ORD0002212,CUST003991,R013,2025-12-09 08:44:04,Dine-in,,Completed,139.26
ORD0002213,CUST002250,R020,2026-09-18 08:19:04,Third-Party Delivery,,Completed,56.92
ORD0002214,,R004,2026-08-21 14:01:04,Dine-in,,Cancelled,44.83
ORD0002215,CUST003180,R017,2026-09-22 22:43:04,Dine-in,,Completed,63.91
ORD0002216,CUST001569,R006,2026-07-24 20:39:04,Dine-in,,Completed,7.05
ORD0002217,CUST000612,R010,2026-04-14 13:26:04,Third-Party Delivery,PROMO002,Completed,28.88
ORD0002218,CUST003443,R013,2026-08-29 18:26:04,Takeaway,,Completed,42.52
ORD0002219,CUST000807,R007,2026-09-07 12:01:04,Third-Party Delivery,,Completed,62.1
ORD0002220,CUST003675,R007,2026-08-15 13:59:04,Dine-in,,Completed,6.5
ORD0002221,CUST001758,R014,2026-04-25 14:14:04,Third-Party Delivery,,Completed,88.84
ORD0002222,CUST002962,R007,2026-03-02 17:42:04,Takeaway,,Completed,43.13
ORD0002223,CUST002175,R011,2026-05-04 13:39:04,Takeaway,,Completed,103.7
ORD0002224,CUST001026,R001,2026-06-03 11:14:04,Third-Party Delivery,,Completed,21.63
ORD0002225,CUST002662,R005,2026-09-23 15:45:04,Third-Party Delivery,,Completed,47.24
ORD0002226,CUST003832,R002,2026-07-09 11:53:04,Takeaway,,Completed,69.22
ORD0002227,CUST003066,R018,2026-06-25 18:45:04,Website/App,,Completed,190.36
ORD0002228,CUST002393,R008,2026-05-10 21:19:04,Dine-in,,Completed,104.51
ORD0002229,CUST003963,R010,2026-07-29 11:24:04,Website/App,,Completed,38.93
ORD0002230,CUST001062,R003,2026-02-27 14:28:04,Website/App,,Completed,41.88
ORD0002231,CUST000241,R009,2026-06-14 14:40:04,Dine-in,,Completed,12.06
ORD0002232,CUST000119,R013,2026-05-20 11:38:04,Takeaway,,Completed,29.45
ORD0002233,CUST002828,R007,2025-10-11 21:51:04,Takeaway,,Completed,15.13
ORD0002234,CUST003309,R007,2026-09-14 13:10:04,Third-Party Delivery,,Completed,33.16
ORD0002235,CUST002524,R002,2026-05-24 14:32:04,Takeaway,,Completed,45.2
ORD0002236,CUST003611,R019,2026-06-01 22:28:04,Dine-in,,Completed,43.21
ORD0002237,CUST002784,R014,2026-07-12 11:41:04,Dine-in,,Completed,29.55
ORD0002238,CUST001462,R018,2025-11-05 14:27:04,Dine-in,,Completed,14.2
ORD0002239,CUST000738,R006,2026-01-05 12:47:04,Third-Party Delivery,,Completed,-147.23
ORD0002240,CUST003693,R009,2026-06-01 08:20:04,Dine-in,,Completed,29.55
ORD0002241,CUST000407,R011,2026-06-03 18:59:04,Third-Party Delivery,,Completed,33.71
ORD0002242,CUST002158,R006,2026-06-29 11:03:04,Website/App,,Completed,40.96
ORD0002243,CUST001245,R007,2026-07-09 15:54:04,Dine-in,,Completed,134.55
ORD0002244,CUST001085,R018,2025-12-14 20:43:04,Website/App,,Completed,101.94
ORD0002245,CUST002568,R008,2026-06-14 10:32:04,Dine-in,,Completed,71.83
ORD0002246,CUST000930,R012,2026-07-30 20:11:04,Takeaway,,Completed,38.56
ORD0002247,CUST003657,R017,2026-09-11 11:12:04,Dine-in,,Completed,30.24
ORD0002248,CUST001607,R019,2026-09-19 12:22:04,Third-Party Delivery,,Completed,31.11
ORD0002249,CUST002688,R005,2025-12-13 11:25:04,Dine-in,,Completed,76.33
ORD0002250,CUST002899,R018,2026-08-27 13:52:04,Takeaway,,Cancelled,155.96
ORD0002251,CUST002719,R015,2026-07-26 20:15:04,Third-Party Delivery,,Completed,11.35
ORD0002252,CUST003604,R014,2026-07-17 11:22:04,Website/App,,Completed,7.14
ORD0002253,CUST000929,R011,2026-08-14 20:42:04,Dine-in,,Completed,60.54
ORD0002254,CUST000338,R009,2026-08-27 20:44:04,Dine-in,,Completed,64.8
ORD0002255,CUST000210,R017,2026-08-02 20:36:04,Dine-in,,Completed,8.62
ORD0002256,CUST003510,R011,2026-02-14 19:21:04,Dine-in,,Completed,31.52
ORD0002257,CUST003890,R007,2026-07-24 19:37:04,Dine-in,,Cancelled,128.66
ORD0002258,CUST001203,R018,2026-07-20 21:27:04,Dine-in,,Completed,53.24
ORD0002259,CUST002764,R014,2026-05-27 21:01:04,Website/App,PROMO005,Completed,13.26
ORD0002260,CUST000034,R009,2026-06-04 22:54:04,Website/App,,Completed,78.87
ORD0002261,,R006,2026-04-19 17:07:04,Takeaway,PROMO002,Completed,19.57
ORD0002262,CUST002747,R015,2026-07-07 22:34:04,Takeaway,,Completed,33.3
ORD0002263,CUST000255,R014,2026-09-07 18:16:04,Website/App,,Cancelled,173.97
ORD0002264,CUST001866,R013,2026-09-11 18:10:04,Takeaway,,Completed,127.98
ORD0002265,CUST002627,R011,2026-06-15 09:25:04,Dine-in,,Completed,19.51
ORD0002266,CUST003051,R006,2026-09-10 13:17:04,Dine-in,,Completed,120.54
ORD0002267,CUST001809,R012,2026-09-02 12:55:04,Dine-in,,Completed,42.1
ORD0002268,CUST002506,R011,2026-09-18 22:38:04,Website/App,,Completed,15.13
ORD0002269,CUST002144,R003,2025-11-10 21:55:04,Website/App,PROMO001,Completed,49.72
ORD0002270,CUST000197,R014,2026-09-10 11:43:04,Website/App,,Completed,20.01
ORD0002271,CUST002963,R013,2026-04-02 22:22:04,Third-Party Delivery,,Cancelled,50.1
ORD0002272,CUST000702,R003,2026-08-17 18:35:04,Dine-in,,Completed,195.14
ORD0002273,CUST000117,R002,2026-08-15 17:27:04,Dine-in,,Completed,82.91
ORD0002274,CUST001797,R001,2026-01-05 22:30:04,Website/App,,Completed,14.34
ORD0002275,CUST003460,R018,2025-08-27 12:27:04,Third-Party Delivery,,Completed,21.63
ORD0002276,CUST000599,R011,2026-09-09 13:08:04,Dine-in,,Completed,109.67
ORD0002277,CUST000051,R012,2026-06-26 20:52:04,Takeaway,,Completed,36.68
ORD0002278,CUST000435,R019,2026-04-24 11:20:04,Dine-in,,Completed,128.14
ORD0002279,CUST001432,R019,2026-02-21 13:54:04,Dine-in,,Completed,43.79
ORD0002280,CUST002303,R020,2026-09-22 20:28:04,Third-Party Delivery,,Completed,134.1
ORD0002281,CUST000784,R008,2026-09-07 20:23:04,Takeaway,,Completed,85.82
ORD0002282,CUST003200,R013,2025-11-29 14:53:04,Takeaway,,Completed,58.68
ORD0002283,CUST003000,R004,2026-03-05 11:00:04,Dine-in,,Completed,72.78
ORD0002284,CUST002773,R020,2025-11-02 10:59:04,Website/App,,Completed,89.06
ORD0002285,CUST001946,R018,2026-09-16 23:10:04,Website/App,,Completed,15.78
ORD0002286,CUST001439,R020,2026-08-23 13:35:04,Takeaway,,Completed,95.42
ORD0002287,CUST001485,R018,2026-01-10 19:43:04,Dine-in,PROMO009,Completed,43.94
ORD0002288,CUST001999,R006,2026-06-17 22:05:04,Website/App,,Completed,46.75
ORD0002289,CUST000304,R020,2026-09-12 13:38:04,Takeaway,,Completed,83.35
ORD0002290,CUST002715,R009,2026-08-18 14:22:04,Takeaway,,Completed,172.21
ORD0002291,CUST001387,R020,2026-04-15 14:07:04,Takeaway,,Completed,27.82
ORD0002292,CUST000906,R010,2026-07-22 12:02:04,Dine-in,,Completed,51.61
ORD0002293,CUST001107,R002,2026-06-27 21:05:04,Dine-in,,Completed,41.1
ORD0002294,CUST000733,R005,2026-08-16 21:59:04,Takeaway,,Completed,42.52
ORD0002295,CUST003600,R002,2026-05-30 20:50:04,Third-Party Delivery,PROMO005,Completed,49.67
ORD0002296,CUST000683,R002,2026-05-28 11:20:04,Website/App,,Completed,61.41
ORD0002297,CUST003528,R011,2026-08-07 22:03:04,Third-Party Delivery,,Completed,116.78
ORD0002298,CUST002273,R002,2026-08-18 13:55:04,Dine-in,,Completed,170.1
ORD0002299,CUST003467,R016,2026-08-24 19:37:04,Website/App,,Completed,34.76
ORD0002300,CUST001890,R011,2026-08-09 14:08:04,Dine-in,,Completed,97.33
ORD0002301,CUST003703,R020,2026-08-22 13:03:04,Takeaway,,Completed,65.53
ORD0002302,CUST000855,R005,2026-09-07 11:34:04,Third-Party Delivery,,Completed,35.53
ORD0002303,CUST002205,R017,2026-05-24 18:10:04,Third-Party Delivery,PROMO005,Completed,15.13
ORD0002304,CUST000497,R016,2026-06-23 21:17:04,Website/App,,Completed,144.47
ORD0002305,CUST001781,R003,2026-07-03 22:37:04,Dine-in,,Completed,74.19
ORD0002306,CUST002264,R008,2026-09-03 23:21:04,Dine-in,,Completed,47.28
ORD0002307,CUST002397,R006,2025-10-05 11:53:04,Third-Party Delivery,PROMO004,Completed,20.5
ORD0002308,CUST001440,R003,2026-02-10 17:33:04,Website/App,,Completed,41.65
ORD0002309,CUST000298,R014,2025-12-19 17:58:04,Dine-in,,Completed,258.72
ORD0002310,CUST002599,R004,2026-09-23 12:27:04,Dine-in,,Completed,8.81
ORD0002311,CUST001950,R009,2026-06-09 11:05:04,Dine-in,,Completed,118.71
ORD0002312,CUST000542,R011,2026-09-22 14:54:04,Third-Party Delivery,,Completed,132.08
ORD0002313,CUST003739,R009,2026-08-26 23:53:04,Third-Party Delivery,,Completed,79.88
ORD0002314,CUST003822,R017,2026-07-04 13:53:04,Dine-in,,Completed,67.5
ORD0002315,CUST003424,R005,2025-12-25 21:59:04,Dine-in,,Completed,18.05
ORD0002316,CUST003370,R003,2026-03-25 13:47:04,Website/App,,Completed,44.47
ORD0002317,CUST000387,R002,2026-04-03 13:12:04,Website/App,,Completed,77.68
ORD0002318,CUST003976,R013,2025-12-24 12:50:04,Takeaway,,Cancelled,90.75
ORD0002319,CUST001586,R011,2026-09-08 14:19:04,Website/App,,Completed,80.23
ORD0002320,CUST000658,R005,2026-09-11 22:20:04,Third-Party Delivery,,Completed,85.8
ORD0002321,CUST003239,R008,2026-08-04 13:20:04,Dine-in,,Completed,65.42
ORD0002322,CUST000909,R009,2026-08-05 20:59:04,Takeaway,,Completed,18.6
ORD0002323,CUST002092,R007,2026-05-17 12:58:04,Dine-in,,Completed,85.87
ORD0002324,CUST000506,R008,2026-03-27 12:51:04,Third-Party Delivery,,Completed,11.01
ORD0002325,CUST001892,R016,2026-06-23 14:05:04,Third-Party Delivery,,Completed,3.79
ORD0002326,CUST002216,R010,2026-08-13 13:55:04,Third-Party Delivery,,Completed,70.31
ORD0002327,CUST001776,R013,2026-08-03 13:50:04,Third-Party Delivery,,Completed,47.24
ORD0002328,CUST000270,R001,2026-01-22 22:58:04,Takeaway,PROMO011,Completed,10.74
ORD0002329,CUST001936,R006,2026-08-31 21:26:04,Third-Party Delivery,,Completed,43.89
ORD0002330,CUST001870,R006,2026-08-22 11:52:04,Website/App,,Completed,43.84
ORD0002331,CUST001048,R001,2026-06-27 20:40:04,Dine-in,,Completed,54.31
ORD0002332,CUST003680,R006,2026-09-16 21:53:04,Dine-in,,Completed,219.14
ORD0002333,CUST001657,R005,2026-06-08 11:08:04,Third-Party Delivery,,Completed,22.19
ORD0002334,CUST003452,R016,2026-04-13 12:59:04,Website/App,,Completed,38.89
ORD0002335,CUST000433,R005,2026-07-13 12:37:04,Dine-in,,Completed,119.2
ORD0002336,CUST001264,R009,2026-06-23 21:31:04,Website/App,,Completed,8.63
ORD0002337,CUST000718,R007,2026-08-22 18:36:04,Third-Party Delivery,,Completed,17.36
ORD0002338,CUST001614,R013,2026-07-16 22:48:04,Third-Party Delivery,,Completed,94.99
ORD0002339,CUST000446,R018,2026-09-16 15:53:04,Dine-in,,Completed,33.71
ORD0002340,CUST001756,R009,2026-08-09 14:07:04,Third-Party Delivery,,Completed,31.46
ORD0002341,CUST001395,R002,2026-09-20 11:50:04,Third-Party Delivery,,Completed,37.46
ORD0002342,CUST000899,R001,2026-01-22 09:12:04,Dine-in,PROMO009,Completed,56.14
ORD0002343,CUST002553,R017,2026-06-26 22:14:04,Takeaway,,Completed,22.19
ORD0002344,CUST003803,R017,2026-09-09 13:06:04,Third-Party Delivery,,Cancelled,163.63
ORD0002345,CUST000838,R018,2026-09-07 14:01:04,Website/App,,Completed,23.76
ORD0002346,CUST002834,R007,2026-09-23 16:04:04,Website/App,,Completed,73.5
ORD0002347,CUST002960,R001,2026-08-30 11:46:04,Website/App,,Completed,33.8
ORD0002348,CUST001985,R012,2026-08-04 11:03:04,Dine-in,,Completed,88.71
ORD0002349,CUST003587,R011,2026-06-19 13:23:04,Website/App,,Completed,31.68
ORD0002350,CUST003864,R012,2025-10-27 14:45:04,Website/App,PROMO001,Completed,43.77
ORD0002351,CUST001427,R012,2026-09-13 22:30:04,Takeaway,,Completed,39.75
ORD0002352,CUST002585,R005,2026-07-27 12:23:04,Website/App,,Completed,22.3
ORD0002353,CUST002626,R008,2026-04-16 13:53:04,Dine-in,,Completed,78.64
ORD0002354,CUST001597,R002,2026-08-29 18:12:04,Takeaway,,Completed,43.04
ORD0002355,CUST001255,R018,2026-01-04 11:09:04,Website/App,,Completed,34.56
ORD0002356,CUST003727,R006,2026-03-31 12:49:04,Takeaway,,Completed,102.79
ORD0002357,CUST003155,R015,2026-01-25 21:46:04,Dine-in,PROMO011,Completed,119.31
ORD0002358,CUST000458,R020,2026-09-23 13:29:04,Website/App,,Completed,67.41
ORD0002359,CUST000476,R017,2026-02-22 11:01:04,Dine-in,,Completed,16.75
ORD0002360,CUST003683,R016,2026-08-10 09:41:04,Website/App,,Completed,47.55
ORD0002361,CUST000317,R006,2026-09-03 22:30:04,Takeaway,,Completed,21.14
ORD0002362,CUST002744,R020,2026-05-31 13:20:04,Dine-in,,Completed,15.26
ORD0002363,CUST000911,R009,2026-03-09 11:36:04,Dine-in,,Completed,27.5
ORD0002364,CUST000130,R010,2026-08-20 22:16:04,Third-Party Delivery,,Completed,78.87
ORD0002365,CUST000230,R008,2026-08-05 17:18:04,Dine-in,,Completed,92.95
ORD0002366,CUST001474,R001,2026-09-01 14:00:04,Dine-in,,Completed,15.35
ORD0002367,CUST000304,R020,2026-09-04 11:37:04,Dine-in,,Completed,39.18
ORD0002368,CUST002364,R019,2026-08-13 20:39:04,Third-Party Delivery,,Completed,72.77
ORD0002369,CUST002573,R006,2026-09-20 18:14:04,Third-Party Delivery,,Completed,64.72
ORD0002370,CUST001474,R009,2026-09-11 12:17:04,Website/App,,Completed,50.28
ORD0002371,CUST002963,R013,2026-07-23 21:02:04,Website/App,,Completed,50.32
ORD0002372,CUST001957,R017,2026-01-22 10:10:04,Website/App,,Completed,95.27
ORD0002373,CUST001709,R012,2025-12-25 22:56:04,Website/App,,Completed,70.38
ORD0002374,CUST001610,R012,2026-09-03 19:13:04,Website/App,,Completed,75.79
ORD0002375,CUST001712,R011,2026-08-21 13:01:04,Takeaway,,Completed,28.58
ORD0002376,CUST003869,R011,2026-09-18 11:36:04,Dine-in,,Completed,15.13
ORD0002377,CUST002709,R001,2026-06-09 13:02:04,Website/App,,Completed,153.5
ORD0002378,CUST001248,R020,2026-08-20 14:25:04,Website/App,,Completed,77.17
ORD0002379,CUST002926,R014,2026-05-16 13:32:04,Third-Party Delivery,,Completed,22.51
ORD0002380,CUST001309,R005,2026-07-13 12:36:04,Website/App,,Completed,52.68
ORD0002381,CUST000496,R003,2026-08-02 18:10:04,Takeaway,,Completed,22.37
ORD0002382,CUST001894,R003,2026-07-17 18:22:04,Dine-in,,Cancelled,30.24
ORD0002383,CUST002992,R015,2026-05-29 14:15:04,Website/App,,Completed,-78.24
ORD0002384,CUST001496,R006,2026-07-05 11:00:04,Dine-in,,Completed,12.6
ORD0002385,CUST003477,R017,2026-07-02 11:25:04,Website/App,,Cancelled,39.09
ORD0002386,CUST001531,R003,2025-10-05 19:52:04,Dine-in,,Completed,28.1
ORD0002387,CUST001379,R016,2026-09-18 22:47:04,Takeaway,,Completed,52.31
ORD0002388,CUST003996,R002,2026-01-23 10:54:04,Third-Party Delivery,,Completed,43.79
ORD0002389,CUST001926,R003,2026-03-28 16:43:04,Takeaway,,Completed,226.95
ORD0002390,CUST003215,R016,2026-07-16 10:59:04,Takeaway,,Completed,39.75
ORD0002391,CUST003215,R006,2026-08-17 20:32:04,Takeaway,,Completed,35.63
ORD0002392,CUST003699,R020,2026-06-23 14:40:04,Dine-in,,Completed,73.18
ORD0002393,CUST000334,R015,2026-05-15 14:26:04,Website/App,,Completed,76.95
ORD0002394,CUST001083,R008,2026-09-21 13:55:04,Takeaway,,Completed,87.29
ORD0002395,CUST003058,R006,2026-08-22 11:51:04,Dine-in,,Completed,42.28
ORD0002396,CUST002235,R009,2026-08-28 12:32:04,Dine-in,,Completed,46.55
ORD0002397,CUST002222,R010,2026-04-19 20:09:04,Dine-in,,Completed,119.94
ORD0002398,CUST000670,R001,2026-09-08 12:29:04,Third-Party Delivery,,Completed,37.94
ORD0002399,CUST001119,R013,2025-11-21 12:22:04,Dine-in,,Cancelled,20.66
ORD0002400,CUST002073,R015,2026-09-24 12:35:04,Dine-in,,Completed,127.43
ORD0002401,CUST001104,R006,2026-07-16 20:22:04,Dine-in,,Completed,41.1
ORD0002402,CUST000851,R006,2026-07-15 11:03:04,Website/App,,Completed,82.8
ORD0002403,CUST000346,R009,2026-08-18 11:08:04,Takeaway,,Completed,56.2
ORD0002404,CUST000625,R018,2026-08-20 12:12:04,Dine-in,,Completed,57.96
ORD0002405,CUST003063,R006,2026-06-26 11:41:04,Third-Party Delivery,,Completed,82.66
ORD0002406,CUST002864,R001,2026-01-15 21:27:04,Takeaway,PROMO009,Completed,91.03
ORD0002407,CUST000173,R007,2026-08-27 11:56:04,Dine-in,,Completed,22.19
ORD0002408,CUST000826,R003,2026-08-21 17:24:04,Third-Party Delivery,,Cancelled,78.12
ORD0002409,CUST002224,R006,2026-05-25 13:31:04,Takeaway,,Completed,57.03
ORD0002410,CUST001279,R017,2026-07-31 12:22:04,Takeaway,,Completed,44.95
ORD0002411,CUST003280,R019,2026-08-29 13:48:04,Website/App,,Completed,172.42
ORD0002412,CUST003134,R011,2026-09-19 20:54:04,Third-Party Delivery,,Completed,42.09
ORD0002413,CUST003563,R019,2026-05-15 16:04:04,Third-Party Delivery,,Completed,108.75
ORD0002414,CUST002236,R008,2026-06-10 22:32:04,Third-Party Delivery,,Completed,24.31
ORD0002415,CUST001388,R006,2026-09-10 18:42:04,Third-Party Delivery,,Completed,42.16
ORD0002416,CUST002398,R005,2025-12-28 18:51:04,Third-Party Delivery,PROMO008,Completed,85.77
ORD0002417,CUST000350,R017,2026-09-12 14:19:04,Website/App,,Completed,67.03
ORD0002418,CUST000036,R007,2026-08-01 12:05:04,Website/App,,Completed,32.33
ORD0002419,CUST000064,R009,2026-09-22 20:10:04,Dine-in,,Completed,37.25
ORD0002420,CUST001611,R015,2026-07-21 20:41:04,Third-Party Delivery,,Completed,39.75
ORD0002421,CUST000915,R018,2026-09-22 10:33:04,Website/App,,Completed,16.75
ORD0002422,CUST000632,R012,2026-07-19 12:21:04,Dine-in,,Completed,18.0
ORD0002423,CUST002439,R006,2026-09-12 22:33:04,Third-Party Delivery,,Completed,22.04
ORD0002424,CUST003984,R016,2026-04-30 18:22:04,Dine-in,,Completed,190.75
ORD0002425,CUST000723,R008,2026-01-02 19:19:04,Takeaway,,Completed,35.34
ORD0002426,CUST002170,R001,2026-09-20 11:45:04,Third-Party Delivery,,Completed,14.16
ORD0002427,CUST000476,R007,2026-07-18 15:31:04,Website/App,,Completed,15.13
ORD0002428,CUST003729,R014,2026-07-02 18:12:04,Dine-in,,Completed,140.97
ORD0002429,CUST001158,R007,2026-09-22 22:39:04,Dine-in,,Completed,21.63
ORD0002430,CUST003514,R011,2025-11-01 14:52:04,Third-Party Delivery,PROMO001,Completed,6.98
ORD0002431,CUST001127,R006,2025-11-07 22:26:04,Takeaway,,Completed,44.49
ORD0002432,CUST003217,R013,2026-09-24 19:43:04,Takeaway,,Completed,95.89
ORD0002433,CUST000847,R012,2026-08-29 20:54:04,Third-Party Delivery,,Completed,82.36
ORD0002434,CUST001162,R014,2026-04-17 18:13:04,Takeaway,PROMO002,Completed,38.95
ORD0002435,CUST000783,R009,2026-09-23 14:59:04,Takeaway,,Completed,129.34
ORD0002436,CUST001057,R006,2026-09-04 12:49:04,Takeaway,,Completed,49.64
ORD0002437,CUST003335,R008,2026-09-19 21:01:04,Website/App,,Completed,44.67
ORD0002438,CUST002542,R006,2026-07-01 12:08:04,Takeaway,,Completed,76.24
ORD0002439,CUST001607,R020,2026-09-15 21:16:04,Third-Party Delivery,,Completed,43.52
ORD0002440,CUST003884,R010,2026-09-11 14:56:04,Dine-in,,Completed,41.74
ORD0002441,CUST001854,R004,2026-03-15 13:35:04,Third-Party Delivery,,Completed,15.13
ORD0002442,CUST003875,R006,2026-08-18 22:02:04,Dine-in,,Completed,48.28
ORD0002443,CUST000800,R016,2026-05-12 12:13:04,Website/App,,Completed,86.03
ORD0002444,CUST003609,R018,2026-09-23 21:38:04,Dine-in,,Completed,63.17
ORD0002445,CUST000054,R009,2026-08-09 14:01:04,Takeaway,,Completed,293.62
ORD0002446,CUST002166,R012,2026-05-05 18:15:04,Third-Party Delivery,,Completed,31.35
ORD0002447,CUST001678,R008,2026-09-22 11:47:04,Dine-in,,Completed,8.15
ORD0002448,CUST002087,R018,2026-05-05 14:59:04,Website/App,,Completed,179.24
ORD0002449,CUST002200,R006,2026-09-24 12:18:04,Dine-in,,Completed,4.78
ORD0002450,CUST001538,R010,2026-09-01 19:36:04,Website/App,,Completed,51.06
ORD0002451,CUST003996,R019,2025-12-13 11:47:04,Third-Party Delivery,,Completed,61.92
ORD0002452,CUST003904,R008,2026-04-29 09:09:04,Takeaway,,Completed,90.36
ORD0002453,CUST003847,R015,2026-06-19 21:44:04,Takeaway,,Completed,120.11
ORD0002454,CUST003915,R012,2026-04-14 11:05:04,Dine-in,PROMO002,Completed,31.57
ORD0002455,CUST003166,R018,2026-09-17 12:31:04,Dine-in,,Completed,48.12
ORD0002456,CUST003955,R014,2025-12-04 12:35:04,Dine-in,,Completed,68.38
ORD0002457,CUST003565,R012,2025-11-27 11:57:04,Dine-in,,Completed,80.91
ORD0002458,CUST001651,R015,2026-09-10 13:48:04,Third-Party Delivery,,Completed,70.15
ORD0002459,CUST003133,R010,2026-08-03 18:48:04,Third-Party Delivery,,Completed,82.8
ORD0002460,CUST003640,R007,2026-02-07 21:48:04,Website/App,,Completed,4.36
ORD0002461,CUST002836,R005,2026-09-24 18:22:04,Takeaway,,Completed,52.9
ORD0002462,CUST001677,R019,2025-12-21 22:07:04,Third-Party Delivery,,Completed,15.78
ORD0002463,CUST000255,R004,2026-06-24 19:30:04,Takeaway,,Completed,50.05
ORD0002464,CUST003233,R014,2026-03-01 08:49:04,Dine-in,,Completed,26.39
ORD0002465,CUST003810,R003,2026-03-17 20:45:04,Dine-in,,Completed,79.5
ORD0002466,,R003,2026-07-03 20:43:04,Dine-in,,Completed,128.72
ORD0002467,CUST000604,R015,2026-03-23 20:02:04,Dine-in,,Completed,57.29
ORD0002468,CUST001294,R009,2026-07-20 19:30:04,Takeaway,,Completed,26.16
ORD0002469,CUST002313,R010,2026-09-13 14:30:04,Website/App,,Completed,14.69
ORD0002470,CUST001256,R016,2026-04-27 21:46:04,Takeaway,,Completed,35.53
ORD0002471,CUST002419,R016,2026-06-19 20:37:04,Website/App,,Completed,50.07
ORD0002472,CUST003866,R008,2026-08-17 16:00:04,Website/App,,Cancelled,21.45
ORD0002473,CUST002660,R014,2026-09-23 23:12:04,Dine-in,,Completed,149.34
ORD0002474,CUST001428,R003,2026-07-22 21:27:04,Third-Party Delivery,,Completed,95.8
ORD0002475,CUST003739,R004,2026-05-16 22:38:04,Website/App,,Completed,15.13
ORD0002476,CUST002249,R002,2026-07-14 18:37:04,Third-Party Delivery,,Cancelled,294.88
ORD0002477,CUST000507,R007,2026-08-27 12:30:04,Third-Party Delivery,,Completed,70.6
ORD0002478,CUST001987,R020,2026-09-16 19:03:04,Takeaway,,Completed,72.81
ORD0002479,CUST002593,R013,2026-09-11 22:53:04,Website/App,,Completed,138.25
ORD0002480,CUST003350,R018,2026-07-29 11:27:04,Dine-in,,Completed,70.65
ORD0002481,CUST003741,R012,2026-09-01 13:53:04,Dine-in,,Completed,34.12
ORD0002482,CUST001258,R017,2026-04-05 21:37:04,Website/App,,Completed,45.79
ORD0002483,CUST000625,R009,2026-08-30 12:47:04,Third-Party Delivery,,Completed,28.81
ORD0002484,CUST000289,R020,2025-12-29 13:11:04,Website/App,,Completed,47.55
ORD0002485,CUST002943,R012,2025-09-19 18:58:04,Takeaway,,Completed,75.96
ORD0002486,CUST003174,R006,2026-03-27 18:43:04,Website/App,,Completed,8.21
ORD0002487,CUST001620,R001,2026-09-03 14:11:04,Dine-in,,Completed,122.08
ORD0002488,CUST001567,R012,2026-08-31 14:10:04,Dine-in,,Completed,44.23
ORD0002489,CUST003816,R003,2026-04-30 08:34:04,Takeaway,,Completed,34.68
ORD0002490,CUST003659,R015,2026-09-24 16:03:04,Dine-in,,Completed,42.19
ORD0002491,CUST000937,R005,2026-09-23 12:47:04,Dine-in,,Completed,77.52
ORD0002492,CUST003115,R018,2026-08-04 11:10:04,Website/App,,Completed,8.63
ORD0002493,CUST002473,R017,2026-06-12 14:03:04,Dine-in,,Completed,102.71
ORD0002494,CUST000616,R013,2026-07-21 19:29:04,Takeaway,,Completed,44.58
ORD0002495,CUST001407,R006,2026-07-02 22:47:04,Dine-in,,Completed,104.93
ORD0002496,CUST000723,R008,2025-10-01 22:27:04,Website/App,PROMO004,Completed,23.71
ORD0002497,CUST001173,R013,2025-10-05 11:42:04,Third-Party Delivery,PROMO004,Completed,79.24
ORD0002498,CUST002439,R016,2026-08-10 17:56:04,Dine-in,,Completed,79.34
ORD0002499,CUST001484,R007,2026-01-24 12:22:04,Dine-in,PROMO011,Cancelled,52.05
ORD0002500,CUST001558,R004,2026-08-08 18:22:04,Takeaway,,Completed,83.58
ORD0002501,CUST002144,R007,2026-01-10 11:14:04,Dine-in,,Completed,16.58
ORD0002502,CUST000343,R005,2026-09-03 19:39:04,Dine-in,,Completed,143.33
ORD0002503,CUST002944,R018,2026-04-15 20:58:04,Third-Party Delivery,,Cancelled,33.3
ORD0002504,CUST001590,R003,2026-05-30 19:07:04,Third-Party Delivery,,Completed,23.25
ORD0002505,CUST001918,R014,2026-08-21 20:20:04,Website/App,,Completed,14.34
ORD0002506,CUST003895,R018,2026-09-17 12:31:04,Dine-in,,Completed,10.33
ORD0002507,CUST001358,R014,2026-06-21 19:04:04,Dine-in,,Completed,63.55
ORD0002508,CUST002575,R011,2026-04-12 22:13:04,Third-Party Delivery,,Completed,87.75
ORD0002509,CUST001551,R011,2026-03-04 18:44:04,Takeaway,,Completed,31.46
ORD0002510,CUST003571,R017,2026-08-29 16:30:04,Dine-in,,Completed,38.63
ORD0002511,CUST003384,R006,2026-06-16 11:57:04,Dine-in,,Completed,62.86
ORD0002512,CUST000971,R015,2026-06-29 12:01:04,Takeaway,,Completed,76.24
ORD0002513,CUST002756,R005,2026-09-21 18:55:04,Website/App,,Completed,149.79
ORD0002514,CUST000253,R013,2026-03-12 19:55:04,Takeaway,,Cancelled,81.77
ORD0002515,CUST003851,R002,2026-01-29 11:19:04,Dine-in,,Completed,188.15
ORD0002516,CUST001376,R012,2026-09-09 20:29:04,Website/App,,Completed,16.25
ORD0002517,CUST003318,R004,2026-06-22 12:05:04,Takeaway,,Completed,59.43
